gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection
PEX19	PEX19	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0066652443454601395	0.2876778864719592	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0066652443454601395
ANAPC10	ANAPC10	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.006531076798327165	0.24445801216889457	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.006531076798327165
NOL12	NOL12	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.00571946081372485	0.20503588483385446	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.00571946081372485
NEDD8	NEDD8	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.00541768359262839	0.8039145999832662	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.00541768359262839
ADRA2C	ADRA2C	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.005341509972407066	0.059387742658262695	2	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.005341509972407066
RRS1	RRS1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0053387096448055385	0.2327300363496633	3	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0053387096448055385
TUBB3	TUBB3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.005287624117910135	0.7344915568459619	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.005287624117910135
RBM34	RBM34	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.005215354824693491	0.17644692941820664	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.005215354824693491
RNF7	RNF7	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.004678811475575579	0.5991357271017264	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.004678811475575579
EEF1E1	EEF1E1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.004224897683936378	0.4638875979161866	4	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.004224897683936378
MRPL38	MRPL38	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.003407987597279655	0.22852671117678788	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.003407987597279655
ISY1	ISY1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0031643799337597246	0.19168948861815144	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0031643799337597246
RPL36A	RPL36A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0028218223967456596	0.9503273561430312	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0028218223967456596
TWF2	TWF2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0027490193402637747	0.18096701570193896	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0027490193402637747
KRTCAP2	KRTCAP2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.0027048606366990025	0.5829036888865475	4	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.0027048606366990025
NT5DC2	NT5DC2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0026964156996094214	0.5576417574891772	3	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0026964156996094214
RNASEH2A	RNASEH2A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.002661355944771441	0.28117165686909473	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.002661355944771441
DNAJC14	DNAJC14	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0025186736926393095	0.18825059859354085	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0025186736926393095
ARPC4	ARPC4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0024726273633352046	0.48117429687748714	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0024726273633352046
PPP2CA	PPP2CA	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0022646528331034927	0.643329968484563	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0022646528331034927
DDX47	DDX47	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0021809046066848655	0.1977126871811749	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0021809046066848655
NME1	NME1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0021369942493558902	0.7372553774387993	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0021369942493558902
MDP1	MDP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.002033680949523872	0.1969550184537293	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.002033680949523872
BHLHB9	BHLHB9	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0019794161687082265	0.2861308547475852	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0019794161687082265
RTEL1	RTEL1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0019694496753536062	0.11937955852245477	3	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0019694496753536062
ZFP91	ZFP91	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0016261944733714801	0.3560588861472149	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0016261944733714801
TIA1	TIA1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0015944421752476009	0.7986192294013428	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0015944421752476009
CHTF8	CHTF8	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0015063310591936848	0.3334415353006982	4	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0015063310591936848
GOSR2	GOSR2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0014899271250803769	0.18234930229098945	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0014899271250803769
MRPL46	MRPL46	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0011939510452105063	0.22311348966064348	4	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0011939510452105063
GET4	GET4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0011896708685553384	0.2377614860734715	4	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0011896708685553384
MAD1L1	MAD1L1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0010221369597162543	0.20052574995068706	2	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0010221369597162543
SDHD	SDHD	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.001008037632537679	0.37326328095221867	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.001008037632537679
OAZ1	OAZ1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0009345440060176404	0.9125314921955134	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0009345440060176404
PHOSPHO2	PHOSPHO2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0008871186482571471	0.13444688393828305	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0008871186482571471
PSMD9	PSMD9	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0008871186482571471	0.36488899097920974	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0008871186482571471
ERCC5	ERCC5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0008863706706893715	0.15025550631717222	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0008863706706893715
UBE2W	UBE2W	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0008494786127074124	0.40291995947146764	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0008494786127074124
UBE2F	UBE2F	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0008136250217371083	0.25202090132791294	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0008136250217371083
NDUFB8	NDUFB8	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0007449635625401884	0.7936393512220367	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0007449635625401884
FKBP2	FKBP2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0007412256086550171	0.45507539533745067	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0007412256086550171
PARL	PARL	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0006240445782596563	0.31132378780225534	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0006240445782596563
PSENEN	PSENEN	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0006181568408338012	0.491798471640755	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0006181568408338012
PSMA2	PSMA2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0006181568408338012	0.7272735195956603	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0006181568408338012
RBM7	RBM7	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0005868065250063861	0.3377894338067363	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0005868065250063861
DHPS	DHPS	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0005677029837201314	0.2853752392155364	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0005677029837201314
HNRNPUL2	HNRNPUL2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0004730434400764071	0.34583964024955177	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0004730434400764071
EEF1G	EEF1G	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0004662336562965955	0.6867523699951039	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0004662336562965955
COMMD7	COMMD7	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.00045017583775402916	0.31922840376245265	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.00045017583775402916
PPM1B	PPM1B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.00044591960121412533	0.44331114923675397	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.00044591960121412533
CNPY2	CNPY2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.00037631887227273706	0.5562044660813947	4	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.00037631887227273706
NME2	NME2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0003094610810457594	0.3037568736369609	3	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0003094610810457594
ANKHD1	ANKHD1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0002776915595313682	0.27092783207726806	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0002776915595313682
ABCF2	ABCF2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.00020279624733785136	0.22659293180332135	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.00020279624733785136
PSMA6	PSMA6	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.00018888821233596891	0.4717358620613622	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.00018888821233596891
RPS10	RPS10	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.00017317650936414408	0.9683679682924335	4	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.00017317650936414408
RBM14	RBM14	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.00017283039379340252	0.28217258962686587	3	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.00017283039379340252
FEN1	FEN1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.00012091898428053205	0.2703260236319294	2	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.00012091898428053205
MRPL12	MRPL12	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.00012091898428053205	0.4238975407423017	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.00012091898428053205
PYCR2	PYCR2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.00012057286870979049	0.201611834867787	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.00012057286870979049
U2AF1L4	U2AF1L4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.00010451505016722408	0.12196911828050289	3	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.00010451505016722408
EBP	EBP	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.0001025220422390814	0.2796677399062284	4	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.0001025220422390814
COMMD3	COMMD3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	5.225752508361204e-05	0.4857115299396651	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	5.225752508361204e-05
FXN	FXN	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	5.225752508361204e-05	0.15629161084526902	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	5.225752508361204e-05
AARSD1	AARSD1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.09700954950950336	3	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
AKT1S1	AKT1S1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0	0.2855447336372285	4	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0
ARPC1A	ARPC1A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.6272858501146964	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
CCND2	CCND2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.0	0.6027509381807815	4	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.0
CELF6	CELF6	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.09294068110832501	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
CHERP	CHERP	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.20218414956772698	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
CLCC1	CLCC1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.16389696577952667	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
COX8A	COX8A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.8413684269241615	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
CRYZL1	CRYZL1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.3840633295372741	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
DIABLO	DIABLO	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.3351937486636153	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
FASTKD5	FASTKD5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.0	0.05612931865298622	2	2	0.20418218837049995	0.006815655353197771	True	False	1.0	0.0
HINT2	HINT2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0	0.3062996104832585	4	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0
IFT80	IFT80	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.10856505125546365	3	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
MED26	MED26	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0	0.12512274819176822	2	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0
MRPL30	MRPL30	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.4178272957753495	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
MRPS17	MRPS17	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.3557335938444185	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
MRPS24	MRPS24	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0	0.38207866703198123	4	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0
NDUFA9	NDUFA9	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.3883092293437538	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
PDCD6	PDCD6	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0	0.5082623435461529	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0
PEG3	PEG3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.0	0.39217161325066474	4	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.0
PIK3R2	PIK3R2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.28528873890009615	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
PRDX2	PRDX2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.9501408433245842	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
RBAK	RBAK	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0	0.06817367696687468	3	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0
REPIN1	REPIN1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.2255983904505437	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
RPL17	RPL17	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.9164389647938171	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
SDHA	SDHA	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.4127582500997333	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
TCTEX1D2	TCTEX1D2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0	0.22503622673714577	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0
TMEFF1	TMEFF1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.482469830445449	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
TSNAX	TSNAX	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.3890107842277496	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0
MALAT1	MALAT1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	1.0	1.0	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	1.0
MAP1B	MAP1B	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9959010793824293	0.9535167279883632	4	3	0.42464433025234	0.006815655353197771	True	False	0.9166666666666667	0.9535167279883632
SRSF11	SRSF11	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.8139632107023411	0.758280315765705	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.758280315765705
KMT2E	KMT2E	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.770760713553414	0.6950725357548153	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.6950725357548153
HNRNPDL	HNRNPDL	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.683822021734673	0.9126099994544186	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.683822021734673
MAP2	MAP2	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.9821279264214047	0.6780206098146279	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.6780206098146279
RAB6A	RAB6A	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7733978234582829	0.6726551551942489	4	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.6726551551942489
SEPT7	SEPT7	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.6720863505943435	0.7659378399065383	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.6720863505943435
TOMM20	TOMM20	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.6341909895250687	0.65441402049588	4	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.6341909895250687
PKM	PKM	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.6271738025017797	0.8424342421265638	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.6271738025017797
