dataset	cell_id	species	region	platform	curated_group	developmental_stage	postnatal_day	Leiden	louvain	nGene	nCounts	percent_mito	count_matrix_present	gene_identifier_status	promotion_status	source_note	geo_accession	title	maturation_state	activity_state	timepoint	cell_state	cell_type	sex	mouseid	treatment	projection_label	quality_control
GSE214309	X043019_147	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603568	mature, 1hr, X043019_147	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	F	62			
GSE214309	X043019_149	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603569	mature, 1hr, X043019_149	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	F	60			
GSE214309	X043019_15	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603570	mature, 1hr, X043019_15	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	M	69			
GSE214309	X043019_150	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603571	mature, 1hr, X043019_150	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	F	60			
GSE214309	X043019_151	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603572	mature, 1hr, X043019_151	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	F	60			
GSE214309	X043019_152	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603573	mature, 1hr, X043019_152	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	F	60			
GSE214309	X043019_154	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603574	mature, 1hr, X043019_154	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	F	60			
GSE214309	X043019_155	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603575	mature, 1hr, X043019_155	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	M	70			
GSE214309	X043019_158	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603576	mature, 1hr, X043019_158	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	M	70			
GSE214309	X043019_159	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603577	mature, 1hr, X043019_159	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	M	70			
GSE214309	X043019_16	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603578	mature, 1hr, X043019_16	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	M	69			
GSE214309	X043019_160	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603579	mature, 1hr, X043019_160	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	M	70			
GSE214309	X043019_161	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603580	matureactive, 1hr, X043019_161	mature	active	1hr	matureactive	dentate granule cell	F	62			
GSE214309	X043019_163	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603581	matureactive, 1hr, X043019_163	mature	active	1hr	matureactive	dentate granule cell	F	62			
GSE214309	X043019_164	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603582	matureactive, 1hr, X043019_164	mature	active	1hr	matureactive	dentate granule cell	F	62			
GSE214309	X043019_165	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603583	matureactive, 1hr, X043019_165	mature	active	1hr	matureactive	dentate granule cell	F	62			
GSE214309	X043019_166	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603584	matureactive, 1hr, X043019_166	mature	active	1hr	matureactive	dentate granule cell	F	62			
GSE214309	X043019_167	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603585	matureactive, 1hr, X043019_167	mature	active	1hr	matureactive	dentate granule cell	F	60			
GSE214309	X043019_168	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603586	matureactive, 1hr, X043019_168	mature	active	1hr	matureactive	dentate granule cell	F	60			
GSE214309	X043019_169	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603587	matureactive, 1hr, X043019_169	mature	active	1hr	matureactive	dentate granule cell	F	60			
GSE214309	X043019_17	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603588	mature, 1hr, X043019_17	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	M	69			
GSE214309	X043019_170	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603589	matureactive, 1hr, X043019_170	mature	active	1hr	matureactive	dentate granule cell	F	60			
GSE214309	X043019_171	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603590	matureactive, 1hr, X043019_171	mature	active	1hr	matureactive	dentate granule cell	F	60			
GSE214309	X043019_172	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603591	matureactive, 1hr, X043019_172	mature	active	1hr	matureactive	dentate granule cell	F	60			
GSE214309	X043019_173	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603592	matureactive, 1hr, X043019_173	mature	active	1hr	matureactive	dentate granule cell	M	70			
GSE214309	X043019_174	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603593	matureactive, 1hr, X043019_174	mature	active	1hr	matureactive	dentate granule cell	M	70			
GSE214309	X043019_175	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603594	matureactive, 1hr, X043019_175	mature	active	1hr	matureactive	dentate granule cell	M	70			
GSE214309	X043019_176	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603595	matureactive, 1hr, X043019_176	mature	active	1hr	matureactive	dentate granule cell	M	70			
GSE214309	X043019_178	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603596	matureactive, 1hr, X043019_178	mature	active	1hr	matureactive	dentate granule cell	M	70			
GSE214309	X043019_179	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603597	matureactive, 1hr, X043019_179	mature	active	1hr	matureactive	dentate granule cell	F	62			
GSE214309	X043019_18	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603598	mature, 1hr, X043019_18	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	M	69			
GSE214309	X043019_180	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603599	matureactive, 1hr, X043019_180	mature	active	1hr	matureactive	dentate granule cell	F	62			
GSE214309	X043019_181	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603600	matureactive, 1hr, X043019_181	mature	active	1hr	matureactive	dentate granule cell	F	62			
GSE214309	X043019_182	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603601	matureactive, 1hr, X043019_182	mature	active	1hr	matureactive	dentate granule cell	F	62			
GSE214309	X043019_183	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603602	matureactive, 1hr, X043019_183	mature	active	1hr	matureactive	dentate granule cell	F	62			
GSE214309	X043019_184	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603603	matureactive, 1hr, X043019_184	mature	active	1hr	matureactive	dentate granule cell	F	62			
GSE214309	X043019_185	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603604	matureactive, 1hr, X043019_185	mature	active	1hr	matureactive	dentate granule cell	F	60			
GSE214309	X043019_186	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603605	matureactive, 1hr, X043019_186	mature	active	1hr	matureactive	dentate granule cell	F	60			
GSE214309	X043019_187	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603606	matureactive, 1hr, X043019_187	mature	active	1hr	matureactive	dentate granule cell	F	60			
GSE214309	X043019_188	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603607	matureactive, 1hr, X043019_188	mature	active	1hr	matureactive	dentate granule cell	F	60			
GSE214309	X043019_189	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603608	matureactive, 1hr, X043019_189	mature	active	1hr	matureactive	dentate granule cell	F	60			
GSE214309	X043019_19	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603609	mature, 1hr, X043019_19	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	F	60			
GSE214309	X043019_190	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603610	matureactive, 1hr, X043019_190	mature	active	1hr	matureactive	dentate granule cell	F	60			
GSE214309	X043019_191	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603611	matureactive, 1hr, X043019_191	mature	active	1hr	matureactive	dentate granule cell	M	70			
GSE214309	X043019_192	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603612	matureactive, 1hr, X043019_192	mature	active	1hr	matureactive	dentate granule cell	M	70			
GSE214309	X043019_194	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603613	matureactive, 1hr, X043019_194	mature	active	1hr	matureactive	dentate granule cell	M	70			
GSE214309	X043019_195	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603614	matureactive, 1hr, X043019_195	mature	active	1hr	matureactive	dentate granule cell	M	70			
GSE214309	X043019_196	mouse	dentate_gyrus	snRNA-seq	mature_active_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603615	matureactive, 1hr, X043019_196	mature	active	1hr	matureactive	dentate granule cell	M	70			
GSE214309	X043019_197	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603616	immature, 1hr, X043019_197	immature	inactive_or_unsorted	1hr	immature	dentate granule cell	F	62			
GSE214309	X043019_198	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603617	immature, 1hr, X043019_198	immature	inactive_or_unsorted	1hr	immature	dentate granule cell	F	62			
GSE214309	X043019_199	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603618	immature, 1hr, X043019_199	immature	inactive_or_unsorted	1hr	immature	dentate granule cell	F	62			
GSE214309	X043019_20	mouse	dentate_gyrus	snRNA-seq	mature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603619	mature, 1hr, X043019_20	mature	inactive_or_unsorted	1hr	mature	dentate granule cell	F	60			
GSE214309	X043019_200	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603620	immature, 1hr, X043019_200	immature	inactive_or_unsorted	1hr	immature	dentate granule cell	F	62			
GSE214309	X043019_201	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603621	immature, 1hr, X043019_201	immature	inactive_or_unsorted	1hr	immature	dentate granule cell	F	62			
GSE214309	X043019_203	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603622	immature, 1hr, X043019_203	immature	inactive_or_unsorted	1hr	immature	dentate granule cell	F	60			
GSE214309	X043019_204	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603623	immature, 1hr, X043019_204	immature	inactive_or_unsorted	1hr	immature	dentate granule cell	F	60			
GSE214309	X043019_205	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603624	immature, 1hr, X043019_205	immature	inactive_or_unsorted	1hr	immature	dentate granule cell	F	60			
GSE214309	X043019_206	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603625	immature, 1hr, X043019_206	immature	inactive_or_unsorted	1hr	immature	dentate granule cell	F	60			
GSE214309	X043019_207	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603626	immature, 1hr, X043019_207	immature	inactive_or_unsorted	1hr	immature	dentate granule cell	F	60			
GSE214309	X043019_208	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603627	immature, 1hr, X043019_208	immature	inactive_or_unsorted	1hr	immature	dentate granule cell	F	60			
GSE214309	X043019_209	mouse	dentate_gyrus	snRNA-seq	immature_inactive_or_unsorted_1hr								True	Ensembl gene IDs in rows; marker genes currently resolved by feature-alias lookup; full object analysis needs complete Ensembl-to-symbol map	promote_to_primary_dentate_activity_maturation_validation	PROX1+CTIP2+ dentate granule neurons split by mature/immature, activity state, and 1hr/4hr timepoint	GSM6603628	immature, 1hr, X043019_209	immature	inactive_or_unsorted	1hr	immature	dentate granule cell	M	70			
