dataset	sample	stage_label	stage_order	canonical_gene	source_gene_symbol	candidate_n_cells	candidate_detection_fraction	candidate_mean_log1p_expression	candidate_rank	background_median_rank	candidate_minus_background_rank	background_median_detection	candidate_minus_background_detection	background_classes	mechanism_class	secretome_class	medium_compatibility	expected_effect	rationale	pathway_roles
GSE312658	cKO	perturbed_cKO	201.0	JAG1	Jag1	2329	0.0498067840274796	0.0362138003393641	0.6666666666666666	0.6666666666666666	0.0	0.052956301671624004	-0.003149517644144402	broad_neuronal_structural_warning,other_or_ambiguous	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	GSM3464549_P0	P0	0.0	JAG2	Jag2	2678	0.001867064973861	0.0014455567628483	0.6666666666666666	0.6666666666666666	0.0	0.0019798743632127498	-0.0001128093893517498	broad_neuronal_structural_warning,other_or_ambiguous	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	GSM3464550_P8a	P8a	8.1	JAG2	Jag2	2082	0.0009606147934678	0.0006658474356963	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.02225900881943075	-0.02129839402596295	broad_neuronal_structural_warning,other_or_ambiguous	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	GSM3464551_P8b	P8b	8.2	JAG2	Jag2	2697	0.0014831294030404	0.001028026964123	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0102284214446592	-0.0087452920416188	broad_neuronal_structural_warning,other_or_ambiguous	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE165657	Cerebellum_aggr	aggregate	100.0	JAG2	JAG2	25064	0.0025135652729013	0.001758447872781	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0046393293298953	-0.002125764056994	broad_neuronal_structural_warning,other_or_ambiguous	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE312658	Ctrl	adult_or_ctrl	200.0	JAG2	Jag2	1829	0.0907599781301257	0.0668644816207658	0.6666666666666666	0.6666666666666666	0.0	0.11524196397032845	-0.02448198584020274	broad_neuronal_structural_warning,other_or_ambiguous	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE312658	cKO	perturbed_cKO	201.0	JAG2	Jag2	2329	0.0927436668097896	0.069928971016404	0.6666666666666666	0.6666666666666666	0.0	0.13834589076768164	-0.04560222395789204	broad_neuronal_structural_warning,other_or_ambiguous	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	GSM3464550_P8a	P8a	8.1	LIF	Lif	2082	0.0004803073967339	0.0003329237178481	0.6666666666666666	0.6666666666666666	0.0	0.00027122321670735	0.00020908418002655	broad_neuronal_structural_warning,other_or_ambiguous	cytokine/neurotrophic	secreted_medium_compatible	high	differentiation_context_dependent	IL6-family differentiation candidate	
GSE165657	Cerebellum_aggr	aggregate	100.0	LIF	LIF	25064	3.989786147462496e-05	2.765509019150755e-05	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.00034331332797955	-0.00030341546650492504	broad_neuronal_structural_warning,other_or_ambiguous	cytokine/neurotrophic	secreted_medium_compatible	high	differentiation_context_dependent	IL6-family differentiation candidate	
GSE312658	Ctrl	adult_or_ctrl	200.0	LIF	Lif	1829	0.0005467468562055	0.0003789760418589	0.6666666666666666	0.6666666666666666	0.0	0.0004111842105263	0.00013556264567920004	broad_neuronal_structural_warning,other_or_ambiguous	cytokine/neurotrophic	secreted_medium_compatible	high	differentiation_context_dependent	IL6-family differentiation candidate	
GSE312658	cKO	perturbed_cKO	201.0	LIF	Lif	2329	0.0	0.0	0.6666666666666666	0.6666666666666666	0.0	0.0	0.0	broad_neuronal_structural_warning,other_or_ambiguous	cytokine/neurotrophic	secreted_medium_compatible	high	differentiation_context_dependent	IL6-family differentiation candidate	
GSE122357	GSM3464549_P0	P0	0.0	MDK	Mdk	2678	0.6258401792382375	0.9543869708206512	0.6666666666666666	0.6666666666666666	0.0	0.6695282587001783	-0.043688079461940754	broad_neuronal_structural_warning,other_or_ambiguous	growth factor	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE122357	GSM3464550_P8a	P8a	8.1	MDK	Mdk	2082	0.5595581171950048	0.8642885320289366	0.6666666666666666	0.6666666666666666	0.0	0.6030104076595477	-0.04345229046454291	broad_neuronal_structural_warning,other_or_ambiguous	growth factor	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE122357	GSM3464551_P8b	P8b	8.2	MDK	Mdk	2697	0.5943641082684464	0.8608258324658444	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.6586402894284143	-0.06427618115996792	broad_neuronal_structural_warning,other_or_ambiguous	growth factor	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE165657	Cerebellum_aggr	aggregate	100.0	MDK	MDK	25064	0.7534312160868177	1.0145119812951604	1.0	0.5	0.5	0.5637335263726504	0.18969768971416734	broad_neuronal_structural_warning,other_or_ambiguous	growth factor	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE312658	Ctrl	adult_or_ctrl	200.0	MDK	Mdk	1829	0.1711317659923455	0.1391950021519689	1.0	0.5	0.5	0.136769803073119	0.034361962919226496	broad_neuronal_structural_warning,other_or_ambiguous	growth factor	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE312658	cKO	perturbed_cKO	201.0	MDK	Mdk	2329	0.1262344353799914	0.0996531408410582	1.0	0.5	0.5	0.12531393585870856	0.0009204995212828415	broad_neuronal_structural_warning,other_or_ambiguous	growth factor	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE122357	GSM3464550_P8a	P8a	8.1	NGF	Ngf	2082	0.0004803073967339	0.0003329237178481	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0059226988325498	-0.005442391435815899	broad_neuronal_structural_warning,other_or_ambiguous	neurotrophin	secreted_medium_compatible	high	maturation_survival_context_dependent	tested in 2005 but not main neutralized activity	
GSE122357	GSM3464551_P8b	P8b	8.2	NGF	Ngf	2697	0.0	0.0	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0043133330216345005	-0.0043133330216345005	broad_neuronal_structural_warning,other_or_ambiguous	neurotrophin	secreted_medium_compatible	high	maturation_survival_context_dependent	tested in 2005 but not main neutralized activity	
GSE165657	Cerebellum_aggr	aggregate	100.0	NGF	NGF	25064	0.0003590807532716	0.0002854538524143	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.00178655409637015	-0.00142747334309855	broad_neuronal_structural_warning,other_or_ambiguous	neurotrophin	secreted_medium_compatible	high	maturation_survival_context_dependent	tested in 2005 but not main neutralized activity	
GSE312658	Ctrl	adult_or_ctrl	200.0	NGF	Ngf	1829	0.0049207217058501	0.0036324711498893	1.0	0.5	0.5	0.00248366301660185	0.00243705868924825	broad_neuronal_structural_warning,other_or_ambiguous	neurotrophin	secreted_medium_compatible	high	maturation_survival_context_dependent	tested in 2005 but not main neutralized activity	
GSE312658	cKO	perturbed_cKO	201.0	NGF	Ngf	2329	0.0072992700729927	0.0060534605764326	1.0	0.5	0.5	0.00363799096481985	0.0036612791081728495	broad_neuronal_structural_warning,other_or_ambiguous	neurotrophin	secreted_medium_compatible	high	maturation_survival_context_dependent	tested in 2005 but not main neutralized activity	
GSE122357	GSM3464549_P0	P0	0.0	NODAL	Nodal	2678	0.0007468259895444	0.0005176603290216	1.0	0.5	0.5	0.00022537750732475	0.0005214484822196499	broad_neuronal_structural_warning,other_or_ambiguous	TGF-beta superfamily	secreted_medium_compatible	high	developmental_context_dependent	developmental TGF-beta family candidate	
GSE122357	GSM3464550_P8a	P8a	8.1	NODAL	Nodal	2082	0.0	0.0	0.5	0.75	-0.25	0.00081366965012205	-0.00081366965012205	broad_neuronal_structural_warning,other_or_ambiguous	TGF-beta superfamily	secreted_medium_compatible	high	developmental_context_dependent	developmental TGF-beta family candidate	
GSE122357	GSM3464551_P8b	P8b	8.2	NODAL	Nodal	2697	0.0	0.0	0.5	0.75	-0.25	0.00110619469026545	-0.00110619469026545	broad_neuronal_structural_warning,other_or_ambiguous	TGF-beta superfamily	secreted_medium_compatible	high	developmental_context_dependent	developmental TGF-beta family candidate	
GSE165657	Cerebellum_aggr	aggregate	100.0	NODAL	NODAL	25064	0.0015560165975103	0.001466269557956	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0045790570065168	-0.0030230404090065	broad_neuronal_structural_warning,other_or_ambiguous	TGF-beta superfamily	secreted_medium_compatible	high	developmental_context_dependent	developmental TGF-beta family candidate	
GSE312658	Ctrl	adult_or_ctrl	200.0	NODAL	Nodal	1829	0.0032804811372334	0.0022738562511534	1.0	0.5	0.5	0.0014557024902860502	0.0018247786469473498	broad_neuronal_structural_warning,other_or_ambiguous	TGF-beta superfamily	secreted_medium_compatible	high	developmental_context_dependent	developmental TGF-beta family candidate	
GSE312658	cKO	perturbed_cKO	201.0	NODAL	Nodal	2329	0.0021468441391155	0.0014880789621295	1.0	0.5	0.5	0.0011496514395719	0.0009971926995436002	broad_neuronal_structural_warning,other_or_ambiguous	TGF-beta superfamily	secreted_medium_compatible	high	developmental_context_dependent	developmental TGF-beta family candidate	
GSE122357	GSM3464549_P0	P0	0.0	NTF3	Ntf3	2678	0.1740104555638536	0.1709664049514631	1.0	0.5	0.5	0.0937350160669262	0.0802754394969274	broad_neuronal_structural_warning,other_or_ambiguous	neurotrophin	secreted_medium_compatible	high	maturation_survival_context_dependent	neurotrophin maturation candidate	
GSE122357	GSM3464550_P8a	P8a	8.1	NTF3	Ntf3	2082	0.0470701248799231	0.037293965060563	1.0	0.5	0.5	0.028509896246491702	0.018560228633431396	broad_neuronal_structural_warning,other_or_ambiguous	neurotrophin	secreted_medium_compatible	high	maturation_survival_context_dependent	neurotrophin maturation candidate	
GSE122357	GSM3464551_P8b	P8b	8.2	NTF3	Ntf3	2697	0.0333704115684093	0.0258035723526909	1.0	0.5	0.5	0.0245011342072721	0.008869277361137202	broad_neuronal_structural_warning,other_or_ambiguous	neurotrophin	secreted_medium_compatible	high	maturation_survival_context_dependent	neurotrophin maturation candidate	
GSE165657	Cerebellum_aggr	aggregate	100.0	NTF3	NTF3	25064	0.0903686562400255	0.0805443136741534	1.0	0.5	0.5	0.0401687644983075	0.050199891741718	broad_neuronal_structural_warning,other_or_ambiguous	neurotrophin	secreted_medium_compatible	high	maturation_survival_context_dependent	neurotrophin maturation candidate	
GSE312658	Ctrl	adult_or_ctrl	200.0	NTF3	Ntf3	1829	0.1793329688354292	0.1852936122676322	1.0	0.5	0.5	0.0477001280466266	0.1316328407888026	broad_neuronal_structural_warning,other_or_ambiguous	neurotrophin	secreted_medium_compatible	high	maturation_survival_context_dependent	neurotrophin maturation candidate	
GSE312658	cKO	perturbed_cKO	201.0	NTF3	Ntf3	2329	0.0493774151996565	0.0422960389945653	1.0	0.5	0.5	0.01856899258899185	0.03080842261066465	broad_neuronal_structural_warning,other_or_ambiguous	neurotrophin	secreted_medium_compatible	high	maturation_survival_context_dependent	neurotrophin maturation candidate	
GSE165657	Cerebellum_aggr	aggregate	100.0	NTF4	NTF4	25064	0.0	0.0	0.3333333333333333	0.8333333333333333	-0.49999999999999994	9.618661142874097e-05	-9.618661142874097e-05	broad_neuronal_structural_warning,other_or_ambiguous	neurotrophin	secreted_medium_compatible	high	maturation_survival_context_dependent	neurotrophin maturation candidate	
GSE312658	Ctrl	adult_or_ctrl	200.0	NTF4	Ntf5	1829	0.0005467468562055	0.0003789760418589	1.0	0.5	0.5	0.00020559210526315	0.00034115475094235006	broad_neuronal_structural_warning,other_or_ambiguous	neurotrophin	secreted_medium_compatible	high	maturation_survival_context_dependent	neurotrophin maturation candidate	
GSE312658	cKO	perturbed_cKO	201.0	NTF4	Ntf5	2329	0.0	0.0	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0004947744869969499	-0.0004947744869969499	broad_neuronal_structural_warning,other_or_ambiguous	neurotrophin	secreted_medium_compatible	high	maturation_survival_context_dependent	neurotrophin maturation candidate	
GSE122357	GSM3464549_P0	P0	0.0	NTN1	Ntn1	2678	0.0933532486930545	0.0719852095930994	1.0	0.5	0.5	0.06360019179434326	0.029753056898711244	broad_neuronal_structural_warning,other_or_ambiguous	netrin guidance	secreted_medium_compatible	high	migration_or_survival_context_dependent	secreted guidance candidate	
GSE122357	GSM3464550_P8a	P8a	8.1	NTN1	Ntn1	2082	0.1777137367915466	0.1353002415908577	1.0	0.5	0.5	0.0755258882135232	0.10218784857802339	broad_neuronal_structural_warning,other_or_ambiguous	netrin guidance	secreted_medium_compatible	high	migration_or_survival_context_dependent	secreted guidance candidate	
GSE122357	GSM3464551_P8b	P8b	8.2	NTN1	Ntn1	2697	0.1668520578420467	0.1271951813082723	1.0	0.5	0.5	0.10250811357227725	0.06434394426976946	broad_neuronal_structural_warning,other_or_ambiguous	netrin guidance	secreted_medium_compatible	high	migration_or_survival_context_dependent	secreted guidance candidate	
GSE165657	Cerebellum_aggr	aggregate	100.0	NTN1	NTN1	25064	0.0480370252154484	0.0346989042343811	1.0	0.5	0.5	0.0276508902386346	0.0203861349768138	broad_neuronal_structural_warning,other_or_ambiguous	netrin guidance	secreted_medium_compatible	high	migration_or_survival_context_dependent	secreted guidance candidate	
GSE312658	Ctrl	adult_or_ctrl	200.0	NTN1	Ntn1	1829	0.2411153635866594	0.2722935152609697	1.0	0.5	0.5	0.14482790974920517	0.09628745383745421	broad_neuronal_structural_warning,other_or_ambiguous	netrin guidance	secreted_medium_compatible	high	migration_or_survival_context_dependent	secreted guidance candidate	
GSE312658	cKO	perturbed_cKO	201.0	NTN1	Ntn1	2329	0.0807213396307428	0.0698476462489091	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.10387949492494469	-0.0231581552942019	broad_neuronal_structural_warning,other_or_ambiguous	netrin guidance	secreted_medium_compatible	high	migration_or_survival_context_dependent	secreted guidance candidate	
GSE165657	Cerebellum_aggr	aggregate	100.0	NTN3	NTN3	25064	0.0	0.0	0.6666666666666666	0.6666666666666666	0.0	0.0	0.0	broad_neuronal_structural_warning,other_or_ambiguous	netrin guidance	secreted_medium_compatible	high	migration_or_survival_context_dependent	secreted guidance candidate	
GSE312658	Ctrl	adult_or_ctrl	200.0	NTN3	Ntn3	1829	0.0142154182613449	0.0098533770883316	0.6666666666666666	0.6666666666666666	0.0	0.01626799275874245	-0.00205257449739755	broad_neuronal_structural_warning,other_or_ambiguous	netrin guidance	secreted_medium_compatible	high	migration_or_survival_context_dependent	secreted guidance candidate	
GSE312658	cKO	perturbed_cKO	201.0	NTN3	Ntn3	2329	0.0145985401459854	0.010467125098864	0.6666666666666666	0.6666666666666666	0.0	0.0222793190051271	-0.0076807788591417	broad_neuronal_structural_warning,other_or_ambiguous	netrin guidance	secreted_medium_compatible	high	migration_or_survival_context_dependent	secreted guidance candidate	
GSE122357	GSM3464549_P0	P0	0.0	PTN	Ptn	2678	0.9473487677371172	2.3927446272509756	1.0	0.5	0.5	0.901663579697126	0.04568518803999122	broad_neuronal_structural_warning,other_or_ambiguous	growth factor	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE122357	GSM3464550_P8a	P8a	8.1	PTN	Ptn	2082	0.9932756964457252	2.843667979260206	1.0	0.5	0.5	0.8834632909153826	0.10981240553034266	broad_neuronal_structural_warning,other_or_ambiguous	growth factor	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE122357	GSM3464551_P8b	P8b	8.2	PTN	Ptn	2697	0.9881349647756766	2.6391164041996347	1.0	0.5	0.5	0.8864672224577878	0.10166774231788889	broad_neuronal_structural_warning,other_or_ambiguous	growth factor	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE165657	Cerebellum_aggr	aggregate	100.0	PTN	PTN	25064	0.404364826045324	0.5389285864247637	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.5460967847194083	-0.14173195867408428	broad_neuronal_structural_warning,other_or_ambiguous	growth factor	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE312658	Ctrl	adult_or_ctrl	200.0	PTN	Ptn	1829	0.8069983597594313	1.253818913026937	1.0	0.5	0.5	0.7536468451960439	0.05335151456338749	broad_neuronal_structural_warning,other_or_ambiguous	growth factor	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE312658	cKO	perturbed_cKO	201.0	PTN	Ptn	2329	0.7346500644053242	0.9840879053563146	0.6666666666666666	0.6666666666666666	0.0	0.746017692286919	-0.011367627881594844	broad_neuronal_structural_warning,other_or_ambiguous	growth factor	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE122357	GSM3464549_P0	P0	0.0	RELN	Reln	2678	0.7766990291262136	0.9480461993330443	1.0	0.5	0.5	0.4019007687735313	0.37479826035268227	broad_neuronal_structural_warning,other_or_ambiguous	migration-stop/guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	Reelin migration-stop/maturation candidate	reelin_migration_stop:ligand
GSE122357	GSM3464550_P8a	P8a	8.1	RELN	Reln	2082	0.7017291066282421	0.7333368384928889	1.0	0.5	0.5	0.30683720570367967	0.3948919009245624	broad_neuronal_structural_warning,other_or_ambiguous	migration-stop/guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	Reelin migration-stop/maturation candidate	reelin_migration_stop:ligand
GSE122357	GSM3464551_P8b	P8b	8.2	RELN	Reln	2697	0.6837226548016314	0.6989755155141674	1.0	0.5	0.5	0.326283500226519	0.35743915457511244	broad_neuronal_structural_warning,other_or_ambiguous	migration-stop/guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	Reelin migration-stop/maturation candidate	reelin_migration_stop:ligand
GSE165657	Cerebellum_aggr	aggregate	100.0	RELN	RELN	25064	0.2584184487711459	0.2180404084041992	1.0	0.5	0.5	0.08497825558458005	0.17344019318656584	broad_neuronal_structural_warning,other_or_ambiguous	migration-stop/guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	Reelin migration-stop/maturation candidate	reelin_migration_stop:ligand
GSE312658	Ctrl	adult_or_ctrl	200.0	RELN	Reln	1829	0.8917441224712958	2.084514749771174	1.0	0.5	0.5	0.4924068902331332	0.39933723223816253	broad_neuronal_structural_warning,other_or_ambiguous	migration-stop/guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	Reelin migration-stop/maturation candidate	reelin_migration_stop:ligand
GSE312658	cKO	perturbed_cKO	201.0	RELN	Reln	2329	0.8316874194933448	1.843613096675859	1.0	0.5	0.5	0.33963712679729485	0.49205029269604994	broad_neuronal_structural_warning,other_or_ambiguous	migration-stop/guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	Reelin migration-stop/maturation candidate	reelin_migration_stop:ligand
GSE122357	GSM3464549_P0	P0	0.0	SEMA3A	Sema3a	2678	0.0623599701269604	0.0499161429695859	0.6666666666666666	0.6666666666666666	0.0	0.0654485427396838	-0.0030885726127233976	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE122357	GSM3464550_P8a	P8a	8.1	SEMA3A	Sema3a	2082	0.021133525456292	0.0150381393664043	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.11559337943277785	-0.09445985397648585	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE122357	GSM3464551_P8b	P8b	8.2	SEMA3A	Sema3a	2697	0.0137189469781238	0.0102172740769753	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.05032671940824525	-0.03660777243012145	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE165657	Cerebellum_aggr	aggregate	100.0	SEMA3A	SEMA3A	25064	0.1015001595914459	0.0765503819432349	1.0	0.5	0.5	0.0399681481322187	0.061532011459227196	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE312658	Ctrl	adult_or_ctrl	200.0	SEMA3A	Sema3a	1829	0.2903225806451613	0.3235901413313035	0.6666666666666666	0.6666666666666666	0.0	0.2639885420346167	0.02633403861054462	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE312658	cKO	perturbed_cKO	201.0	SEMA3A	Sema3a	2329	0.3181623014169171	0.3548989060635794	0.6666666666666666	0.6666666666666666	0.0	0.3210912815527238	-0.0029289801358067247	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE122357	GSM3464549_P0	P0	0.0	SEMA3C	Sema3c	2678	0.0029873039581777	0.0022220472563807	0.6666666666666666	0.6666666666666666	0.0	0.00373437121910075	-0.0007470672609230498	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE122357	GSM3464550_P8a	P8a	8.1	SEMA3C	Sema3c	2082	0.0028818443804034	0.0019975423070891	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.00305912581101265	-0.00017728143060925013	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE122357	GSM3464551_P8b	P8b	8.2	SEMA3C	Sema3c	2697	0.0018539117538005	0.0012850337051537	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0078257883425741	-0.005971876588773599	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE165657	Cerebellum_aggr	aggregate	100.0	SEMA3C	SEMA3C	25064	0.0238589211618257	0.0174081966269619	1.0	0.5	0.5	0.00895558406012335	0.01490333710170235	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE312658	Ctrl	adult_or_ctrl	200.0	SEMA3C	Sema3c	1829	0.1230180426462547	0.0898606341501383	0.6666666666666666	0.6666666666666666	0.0	0.1387332766690215	-0.015715234022766797	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE312658	cKO	perturbed_cKO	201.0	SEMA3C	Sema3c	2329	0.0695577501073422	0.0504716475466375	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0877824458255693	-0.018224695718227088	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE122357	GSM3464549_P0	P0	0.0	SEMA3E	Sema3e	2678	0.0014936519790888	0.0010353206580432	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0039597487264254995	-0.0024660967473366996	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE122357	GSM3464550_P8a	P8a	8.1	SEMA3E	Sema3e	2082	0.0024015369836695	0.0016646185892409	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0063295336576108495	-0.003927996673941349	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE122357	GSM3464551_P8b	P8b	8.2	SEMA3E	Sema3e	2697	0.0025954764553207	0.0017990471872152	0.6666666666666666	0.6666666666666666	0.0	0.0051142107223295505	-0.0025187342670088503	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE165657	Cerebellum_aggr	aggregate	100.0	SEMA3E	SEMA3E	25064	0.0051468241302266	0.003719879959384	0.6666666666666666	0.6666666666666666	0.0	0.00727588736938665	-0.00212906323916005	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE312658	Ctrl	adult_or_ctrl	200.0	SEMA3E	Sema3e	1829	0.021869874248223	0.0171474306590337	0.6666666666666666	0.6666666666666666	0.0	0.030224799099258202	-0.008354924851035204	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE312658	cKO	perturbed_cKO	201.0	SEMA3E	Sema3e	2329	0.034349506225848	0.0286659834956973	0.6666666666666666	0.6666666666666666	0.0	0.03674448032282825	-0.0023949740969802513	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	secreted_medium_compatible	high	migration_stop_or_differentiation	secreted semaphorin guidance candidate	semaphorin_guidance:ligand
GSE122357	GSM3464549_P0	P0	0.0	SEMA5A	Sema5a	2678	0.0836445108289768	0.0635508169868984	1.0	0.5	0.5	0.0511715480370129	0.0324729627919639	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	membrane_or_shed	lower	migration_stop_or_differentiation	membrane semaphorin; weaker CM candidate	semaphorin_guidance:ligand
GSE122357	GSM3464550_P8a	P8a	8.1	SEMA5A	Sema5a	2082	0.031700288184438	0.0246368971540901	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.054357723867557994	-0.022657435683119995	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	membrane_or_shed	lower	migration_stop_or_differentiation	membrane semaphorin; weaker CM candidate	semaphorin_guidance:ligand
GSE122357	GSM3464551_P8b	P8b	8.2	SEMA5A	Sema5a	2697	0.0207638116425658	0.0149500628506241	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.04504403013589525	-0.024280218493329453	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	membrane_or_shed	lower	migration_stop_or_differentiation	membrane semaphorin; weaker CM candidate	semaphorin_guidance:ligand
GSE165657	Cerebellum_aggr	aggregate	100.0	SEMA5A	SEMA5A	25064	0.0092563038621129	0.008104662568964	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.035213940184238	-0.025957636322125097	broad_neuronal_structural_warning,other_or_ambiguous	semaphorin guidance	membrane_or_shed	lower	migration_stop_or_differentiation	membrane semaphorin; weaker CM candidate	semaphorin_guidance:ligand
