gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection	db_class_key	human_symbol	mouse_symbol	canonical_mouse_symbol	ortholog_symbol_class	human_entrez_id	mouse_entrez_id	human_hgnc_id	mouse_mgi_id	present_in_human_dg_full_gene_list
PIGU	PIGU	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.33782975266491755	0.21008399769623415	4	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.21008399769623415	51631228	PIGU	Pigu	PIGU	same_symbol	128869	228812	HGNC:15791	MGI:3039607	True
TMEM184C	TMEM184C	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.20937260525018267	0.22959090758753156	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20937260525018267	51624885	TMEM184C	Tmem184c	TMEM184C	same_symbol	55751	234463	HGNC:25587	MGI:2384562	True
CDK17	CDK17	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6929941878195809	0.20901747544119048	5	3	0.07600343072186334	0.11250565895934203	True	False	0.8333333333333333	0.20901747544119048	51623764	CDK17	Cdk17	CDK17	same_symbol	5128	237459	HGNC:8750	MGI:97517	True
EEA1	EEA1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.35483740982299256	0.20875660756588332	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20875660756588332	51632696	EEA1	Eea1	EEA1	same_symbol	8411	216238	HGNC:3185	MGI:2442192	True
POLB	POLB	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.2080525344367205	0.4775040898254972	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.2080525344367205	51618269	POLB	Polb	POLB	same_symbol	5423	18970	HGNC:9174	MGI:97740	True
ARFGEF1	ARFGEF1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6759102831355661	0.2072911090239021	5	3	0.07600343072186334	0.11250565895934203	True	False	0.8333333333333333	0.2072911090239021	51621691	ARFGEF1	Arfgef1	ARFGEF1	same_symbol	10565	211673	HGNC:15772	MGI:2442988	True
AFTPH	AFTPH	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.44049916896239744	0.20680626034477417	5	3	0.07600343072186334	0.11250565895934203	True	False	0.8333333333333333	0.20680626034477417	51619742	AFTPH	Aftph	AFTPH	same_symbol	54812	216549	HGNC:25951	MGI:1923012	True
NCOA6	NCOA6	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.42666562862603236	0.20673092848388486	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20673092848388486	51621353	NCOA6	Ncoa6	NCOA6	same_symbol	23054	56406	HGNC:15936	MGI:1929915	True
PRPSAP1	PRPSAP1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.20652171355092636	0.39615438845487594	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20652171355092636	51630090	PRPSAP1	Prpsap1	PRPSAP1	same_symbol	5635	67763	HGNC:9466	MGI:1915013	True
RBM4B	RBM4B	mgi_one_to_one_ortholog_gene	4	5	0.8333333333333333	0.5	0.33333333333333326	0.2573430572882188	6	12	1.0	0.5	0.5	0.009879767867540601	0.2064671492585175	0.6446585345927365	5	3	0.444860854241819	0.03613674988490279	True	False	0.8333333333333333	0.2064671492585175	51624054	RBM4B	Rbm4b	RBM4B	same_symbol	83759	66704	HGNC:28842	MGI:1913954	True
ABL1	ABL1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.45083312523000896	0.20638525675342118	4	2	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20638525675342118	51631244	ABL1	Abl1	ABL1	same_symbol	25	11350	HGNC:76	MGI:87859	True
PRKAG2	PRKAG2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.72206568664255	0.20627965153859784	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20627965153859784	51623911	PRKAG2	Prkag2	PRKAG2	same_symbol	51422	108099	HGNC:9386	MGI:1336153	True
PCGF3	PCGF3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.2708555278578506	0.2057326477599724	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.2057326477599724	51634875	PCGF3	Pcgf3	PCGF3	same_symbol	10336	69587	HGNC:10066	MGI:1916837	True
USP8	USP8	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.4706097014139813	0.2057150168989132	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.2057150168989132	51627508	USP8	Usp8	USP8	same_symbol	9101	84092	HGNC:12631	MGI:1934029	True
AGK	AGK	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.20548999957602734	0.2563970640876457	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20548999957602734	51620693	AGK	Agk	AGK	same_symbol	55750	69923	HGNC:21869	MGI:1917173	True
HDAC1	HDAC1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.20521260403758013	0.3389235375134083	5	2	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20521260403758013	51617743	HDAC1	Hdac1	HDAC1	same_symbol	3065	433759	HGNC:4852	MGI:108086	True
CDK16	CDK16	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.20396502390735485	0.3869112547606283	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20396502390735485	51620090	CDK16	Cdk16	CDK16	same_symbol	5127	18555	HGNC:8749	MGI:97516	True
PDE6D	PDE6D	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.20331891265650226	0.3146750694458339	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20331891265650226	51630251	PDE6D	Pde6d	PDE6D	same_symbol	5147	18582	HGNC:8788	MGI:1270843	True
DAZAP2	DAZAP2	mgi_one_to_one_ortholog_gene	4	5	0.8333333333333333	0.5	0.33333333333333326	0.2573430572882188	6	12	1.0	0.5	0.5	0.00021486327043911477	0.20305341434920054	0.41417040337900024	5	2	0.444860854241819	0.005366742498130141	True	False	0.8333333333333333	0.20305341434920054	51627754	DAZAP2	Dazap2	DAZAP2	same_symbol	9802	23994	HGNC:2684	MGI:1344344	True
IGSF21	IGSF21	mgi_one_to_one_ortholog_gene	4	5	0.8333333333333333	0.5	0.33333333333333326	0.2573430572882188	6	12	1.0	0.5	0.5	0.00021486327043911477	0.20192245649651686	0.587240973266272	2	3	0.444860854241819	0.005366742498130141	True	False	0.8333333333333333	0.20192245649651686	51628615	IGSF21	Igsf21	IGSF21	same_symbol	84966	230868	HGNC:28246	MGI:2681842	True
STRADB	STRADB	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.2687206593033685	0.20186245541510822	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20186245541510822	51621007	STRADB	Stradb	STRADB	same_symbol	55437	227154	HGNC:13205	MGI:2144047	True
P4HB	P4HB	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.2016952651669424	0.4456761564182102	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.2016952651669424	51631046	P4HB	P4hb	P4HB	same_symbol	5034	18453	HGNC:8548	MGI:97464	True
CCDC6	CCDC6	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.685596795294684	0.20154942127545628	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20154942127545628	51617488	CCDC6	Ccdc6	CCDC6	same_symbol	8030	76551	HGNC:18782	MGI:1923801	True
ECSIT	ECSIT	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.2055452068319309	0.2013819379669599	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.2013819379669599	51620408	ECSIT	Ecsit	ECSIT	same_symbol	51295	26940	HGNC:29548	MGI:1349469	True
RAB15	RAB15	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.2687259671349292	0.2013120699574648	5	2	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.2013120699574648	51626227	RAB15	Rab15	RAB15	same_symbol	376267	104886	HGNC:20150	MGI:1916865	True
DYM	DYM	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6981229880536897	0.20124105233801245	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20124105233801245	51624871	DYM	Dym	DYM	same_symbol	54808	69190	HGNC:21317	MGI:1918480	True
SURF4	SURF4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.20109637651887477	0.2293305836088739	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20109637651887477	51629749	SURF4	Surf4	SURF4	same_symbol	6836	20932	HGNC:11476	MGI:98445	True
BSDC1	BSDC1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.31474453937687785	0.20048968746010765	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20048968746010765	51619652	BSDC1	Bsdc1	BSDC1	same_symbol	55108	100383	HGNC:25501	MGI:1913466	True
ARHGAP12	ARHGAP12	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.44673710837818925	0.20022379670263052	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.20022379670263052	51616231	ARHGAP12	Arhgap12	ARHGAP12	same_symbol	94134	75415	HGNC:16348	MGI:1922665	True
RNF138	RNF138	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.19970908084703093	0.26891583017754406	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19970908084703093	51635244	RNF138	Rnf138	RNF138	same_symbol	51444	56515	HGNC:17765	MGI:1929211	True
NDUFB2	NDUFB2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.19935587387219794	0.7261054419133619	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19935587387219794	51627680	NDUFB2	Ndufb2	NDUFB2	same_symbol	4708	68198	HGNC:7697	MGI:1915448	True
PIGX	PIGX	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.1985697937098111	0.30601950269446143	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.1985697937098111	51625547	PIGX	Pigx	PIGX	same_symbol	54965	72084	HGNC:26046	MGI:1919334	True
AGAP3	AGAP3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.5125142555997668	0.1982084345092866	5	3	0.07600343072186334	0.11250565895934203	True	False	0.8333333333333333	0.1982084345092866	51620114	AGAP3	Agap3	AGAP3	same_symbol	116988	213990	HGNC:16923	MGI:2183446	True
SYMPK	SYMPK	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.2798905734733494	0.19800923303951645	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19800923303951645	51626561	SYMPK	Sympk	SYMPK	same_symbol	8189	68188	HGNC:22935	MGI:1915438	True
LRP12	LRP12	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.5496062555456965	0.19761310197369475	5	3	0.07600343072186334	0.11250565895934203	True	False	0.8333333333333333	0.19761310197369475	51625073	LRP12	Lrp12	LRP12	same_symbol	29967	239393	HGNC:31708	MGI:2443132	True
MAST2	MAST2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.25561386768623245	0.19681330200382752	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19681330200382752	51622576	MAST2	Mast2	MAST2	same_symbol	23139	17776	HGNC:19035	MGI:894676	True
GUF1	GUF1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.19678076175284748	0.2934239550536377	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19678076175284748	51620346	GUF1	Guf1	GUF1	same_symbol	60558	231279	HGNC:25799	MGI:2140726	True
CDIPT	CDIPT	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.19619532967638642	0.2842966665530417	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19619532967638642	51623015	CDIPT	Cdipt	CDIPT	same_symbol	10423	52858	HGNC:1769	MGI:105491	True
RNF41	RNF41	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.1961771815097918	0.20754384972631235	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.1961771815097918	51627930	RNF41	Rnf41	RNF41	same_symbol	10193	67588	HGNC:18401	MGI:1914838	True
ZFP30	ZFP30	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.2592287317589485	0.1957756846284301	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.1957756846284301	51636290	ZFP30	Zfp30	ZFP30	same_symbol	22835	22693	HGNC:29555	MGI:99178	True
COX5B	COX5B	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.1954259580991978	0.8629113353310671	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.1954259580991978	51617894	COX5B	Cox5b	COX5B	same_symbol	1329	12859	HGNC:2269	MGI:88475	True
BRAF	BRAF	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7529874667258207	0.19523329882581164	5	3	0.07600343072186334	0.11250565895934203	True	False	0.8333333333333333	0.19523329882581164	51630659	BRAF	Braf	BRAF	same_symbol	673	109880	HGNC:1097	MGI:88190	True
ZBTB7A	ZBTB7A	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.4021364998553286	0.19508287155205467	5	2	0.07600343072186334	0.11250565895934203	True	False	0.8333333333333333	0.19508287155205467	51624952	ZBTB7A	Zbtb7a	ZBTB7A	same_symbol	51341	16969	HGNC:18078	MGI:1335091	True
KLHL9	KLHL9	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.19452411913813744	0.25002111100437246	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19452411913813744	51633379	KLHL9	Klhl9	KLHL9	same_symbol	55958	242521	HGNC:18732	MGI:2180122	True
XRN1	XRN1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6320492305063634	0.19367714580935802	5	3	0.07600343072186334	0.11250565895934203	True	False	0.8333333333333333	0.19367714580935802	51628084	XRN1	Xrn1	XRN1	same_symbol	54464	24127	HGNC:30654	MGI:891964	True
OSGEP	OSGEP	mgi_one_to_one_ortholog_gene	4	5	0.8333333333333333	0.5	0.33333333333333326	0.2573430572882188	6	12	1.0	0.5	0.5	0.009879767867540601	0.19360989872101686	0.28257854068342325	5	3	0.444860854241819	0.03613674988490279	True	False	0.8333333333333333	0.19360989872101686	51620866	OSGEP	Osgep	OSGEP	same_symbol	55644	66246	HGNC:18028	MGI:1913496	True
DMXL2	DMXL2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.8324367790594499	0.19273870315934344	5	3	0.07600343072186334	0.11250565895934203	True	False	0.8333333333333333	0.19273870315934344	51617396	DMXL2	Dmxl2	DMXL2	same_symbol	23312	235380	HGNC:2938	MGI:2444630	True
LPCAT1	LPCAT1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.19273005118425918	0.2527949829953153	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19273005118425918	51616384	LPCAT1	Lpcat1	LPCAT1	same_symbol	79888	210992	HGNC:25718	MGI:2384812	True
RPGR	RPGR	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.19260006442773156	0.2205965321699102	5	2	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19260006442773156	51624127	RPGR	Rpgr	RPGR	same_symbol	6103	19893	HGNC:10295	MGI:1344037	True
INSIG2	INSIG2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.4013400368414569	0.19256172897695495	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19256172897695495	51630544	INSIG2	Insig2	INSIG2	same_symbol	51141	72999	HGNC:20452	MGI:1920249	True
CWF19L2	CWF19L2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.36180257225414914	0.19165606556341608	4	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19165606556341608	51630745	CWF19L2	Cwf19l2	CWF19L2	same_symbol	143884	244672	HGNC:26508	MGI:1918023	True
NDUFAF4	NDUFAF4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.191643711139572	0.26478041456589574	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.191643711139572	51622717	NDUFAF4	Ndufaf4	NDUFAF4	same_symbol	29078	68493	HGNC:21034	MGI:1915743	True
ZNHIT6	ZNHIT6	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.23506033610542162	0.19138980515482046	4	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19138980515482046	51626762	ZNHIT6	Znhit6	ZNHIT6	same_symbol	54680	229937	HGNC:26089	MGI:1916996	True
EML1	EML1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.40817063816713905	0.1909857681552456	4	2	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.1909857681552456	51617831	EML1	Eml1	EML1	same_symbol	2009	68519	HGNC:3330	MGI:1915769	True
MRPS11	MRPS11	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.19081560258660774	0.30212481290614474	5	2	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19081560258660774	51624253	MRPS11	Mrps11	MRPS11	same_symbol	64963	67994	HGNC:14050	MGI:1915244	True
RLIM	RLIM	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.25020207965282426	0.1903118970859021	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.1903118970859021	51624102	RLIM	Rlim	RLIM	same_symbol	51132	19820	HGNC:13429	MGI:1342291	True
EPM2AIP1	EPM2AIP1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.46634565945356066	0.19030362616277927	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19030362616277927	51632735	EPM2AIP1	Epm2aip1	EPM2AIP1	same_symbol	9852	77781	HGNC:19735	MGI:1925031	True
CREBZF	CREBZF	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.2877136624987605	0.1900593465468623	5	3	0.07600343072186334	0.11250565895934203	True	False	0.8333333333333333	0.1900593465468623	51620905	CREBZF	Crebzf	CREBZF	same_symbol	58487	233490	HGNC:24905	MGI:2675296	True
BACE1	BACE1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.36670697112697387	0.19000049501434466	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.19000049501434466	51629968	BACE1	Bace1	BACE1	same_symbol	23621	23821	HGNC:933	MGI:1346542	True
HIRA	HIRA	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.1899190439291546	0.2294119626995092	5	2	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.1899190439291546	51619908	HIRA	Hira	HIRA	same_symbol	7290	15260	HGNC:4916	MGI:99430	True
TMOD3	TMOD3	mgi_one_to_one_ortholog_gene	4	5	0.8333333333333333	0.5	0.33333333333333326	0.2573430572882188	6	12	1.0	0.5	0.5	0.009879767867540601	0.18960487370572127	0.21661739528295265	4	3	0.444860854241819	0.03613674988490279	True	False	0.8333333333333333	0.18960487370572127	51626516	TMOD3	Tmod3	TMOD3	same_symbol	29766	50875	HGNC:11873	MGI:1355315	True
NEDD4	NEDD4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.1883841335492268	0.7928490901095169	5	2	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.1883841335492268	51625485	NEDD4	Nedd4	NEDD4	same_symbol	4734	17999	HGNC:7727	MGI:97297	True
TLK1	TLK1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.5217786685660334	0.18790998430319095	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.18790998430319095	51619793	TLK1	Tlk1	TLK1	same_symbol	9874	228012	HGNC:11841	MGI:2441683	True
ZNF121	ZNF121	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.18750112408050215	0.2675068971801688	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.18750112408050215	51636331	ZNF121	Zfp560	ZFP560	nonidentical_symbol	7675	434377	HGNC:12904	MGI:1915280	True
ATE1	ATE1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.5910400740563784	0.18745478752675349	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.18745478752675349	51629133	ATE1	Ate1	ATE1	same_symbol	11101	11907	HGNC:782	MGI:1333870	True
KDM7A	KDM7A	mgi_one_to_one_ortholog_gene	2	2	1.0	0.5	0.5	0.09696542614120529	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.33965893011670606	0.1873053571313273	3	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.1873053571313273	51617117	KDM7A	Kdm7a	KDM7A	same_symbol	80853	338523	HGNC:22224	MGI:2443388	True
COX6B1	COX6B1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.18588692026046688	0.9006055178355061	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.18588692026046688	51619216	COX6B1	Cox6b1	COX6B1	same_symbol	1340	110323	HGNC:2280	MGI:107460	True
