feature_row_1based	feature_id	feature_name	feature_type	feature_chrom	feature_start	feature_end	linked_gene	best_priority	model_terms_supported	target_sets	peak_category	selection_reason
105406	chr2:113167038-113167921	chr2:113167038-113167921	Peaks	chr2	113167038	113167921	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105407	chr2:113173586-113174451	chr2:113173586-113174451	Peaks	chr2	113173586	113174451	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105408	chr2:113185464-113186364	chr2:113185464-113186364	Peaks	chr2	113185464	113186364	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105409	chr2:113198793-113199608	chr2:113198793-113199608	Peaks	chr2	113198793	113199608	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105410	chr2:113202105-113202931	chr2:113202105-113202931	Peaks	chr2	113202105	113202931	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105411	chr2:113203721-113204573	chr2:113203721-113204573	Peaks	chr2	113203721	113204573	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105412	chr2:113212308-113213174	chr2:113212308-113213174	Peaks	chr2	113212308	113213174	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105413	chr2:113225571-113226429	chr2:113225571-113226429	Peaks	chr2	113225571	113226429	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105414	chr2:113235052-113235913	chr2:113235052-113235913	Peaks	chr2	113235052	113235913	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	proximal_10kb	proximal_peak
105415	chr2:113239956-113240708	chr2:113239956-113240708	Peaks	chr2	113239956	113240708	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	gene_edge_2kb	gene_edge_peak
105416	chr2:113240834-113241515	chr2:113240834-113241515	Peaks	chr2	113240834	113241515	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	gene_edge_2kb	gene_edge_peak
105417	chr2:113248853-113249763	chr2:113248853-113249763	Peaks	chr2	113248853	113249763	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	gene_body_overlap	gene_body_peak
105418	chr2:113260923-113261789	chr2:113260923-113261789	Peaks	chr2	113260923	113261789	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	gene_body_overlap	gene_body_peak
105419	chr2:113282907-113283679	chr2:113282907-113283679	Peaks	chr2	113282907	113283679	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	proximal_10kb	proximal_peak
105420	chr2:113283811-113284513	chr2:113283811-113284513	Peaks	chr2	113283811	113284513	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	proximal_10kb	proximal_peak
105421	chr2:113291088-113291854	chr2:113291088-113291854	Peaks	chr2	113291088	113291854	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105422	chr2:113304574-113305415	chr2:113304574-113305415	Peaks	chr2	113304574	113305415	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105423	chr2:113305579-113306443	chr2:113305579-113306443	Peaks	chr2	113305579	113306443	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105424	chr2:113309622-113310416	chr2:113309622-113310416	Peaks	chr2	113309622	113310416	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105425	chr2:113322693-113323535	chr2:113322693-113323535	Peaks	chr2	113322693	113323535	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105426	chr2:113324494-113325358	chr2:113324494-113325358	Peaks	chr2	113324494	113325358	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105427	chr2:113342424-113343261	chr2:113342424-113343261	Peaks	chr2	113342424	113343261	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105428	chr2:113370252-113371158	chr2:113370252-113371158	Peaks	chr2	113370252	113371158	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105429	chr2:113376653-113377465	chr2:113376653-113377465	Peaks	chr2	113376653	113377465	PAX8	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105572	chr2:118752678-118753539	chr2:118752678-118753539	Peaks	chr2	118752678	118753539	EN1	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105573	chr2:118755657-118756545	chr2:118755657-118756545	Peaks	chr2	118755657	118756545	EN1	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105574	chr2:118774300-118775165	chr2:118774300-118775165	Peaks	chr2	118774300	118775165	EN1	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105575	chr2:118855310-118856216	chr2:118855310-118856216	Peaks	chr2	118855310	118856216	EN1	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	proximal_10kb	proximal_peak
105576	chr2:118864906-118865639	chr2:118864906-118865639	Peaks	chr2	118864906	118865639	EN1	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105577	chr2:118881249-118882050	chr2:118881249-118882050	Peaks	chr2	118881249	118882050	EN1	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105578	chr2:118882471-118883321	chr2:118882471-118883321	Peaks	chr2	118882471	118883321	EN1	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105579	chr2:118940139-118941002	chr2:118940139-118941002	Peaks	chr2	118940139	118941002	EN1	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105686	chr2:120695355-120696253	chr2:120695355-120696253	Peaks	chr2	120695355	120696253	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105687	chr2:120710030-120710865	chr2:120710030-120710865	Peaks	chr2	120710030	120710865	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105688	chr2:120722879-120723515	chr2:120722879-120723515	Peaks	chr2	120722879	120723515	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105689	chr2:120735489-120736396	chr2:120735489-120736396	Peaks	chr2	120735489	120736396	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105690	chr2:120736942-120737806	chr2:120736942-120737806	Peaks	chr2	120736942	120737806	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105691	chr2:120740564-120741285	chr2:120740564-120741285	Peaks	chr2	120740564	120741285	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105692	chr2:120741431-120742322	chr2:120741431-120742322	Peaks	chr2	120741431	120742322	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105693	chr2:120750303-120751155	chr2:120750303-120751155	Peaks	chr2	120750303	120751155	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105694	chr2:120757936-120758847	chr2:120757936-120758847	Peaks	chr2	120757936	120758847	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105695	chr2:120780236-120781141	chr2:120780236-120781141	Peaks	chr2	120780236	120781141	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105696	chr2:120825568-120826489	chr2:120825568-120826489	Peaks	chr2	120825568	120826489	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105697	chr2:120847612-120848504	chr2:120847612-120848504	Peaks	chr2	120847612	120848504	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105698	chr2:120858099-120859000	chr2:120858099-120859000	Peaks	chr2	120858099	120859000	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105699	chr2:120867128-120867998	chr2:120867128-120867998	Peaks	chr2	120867128	120867998	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
105700	chr2:120879214-120880033	chr2:120879214-120880033	Peaks	chr2	120879214	120880033	GLI2	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
107119	chr2:154616398-154617324	chr2:154616398-154617324	Peaks	chr2	154616398	154617324	KCNJ3	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
107120	chr2:154623685-154624522	chr2:154623685-154624522	Peaks	chr2	154623685	154624522	KCNJ3	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
107121	chr2:154697215-154698086	chr2:154697215-154698086	Peaks	chr2	154697215	154698086	KCNJ3	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	gene_body_overlap	high_priority_promoter_gene_peak
107122	chr2:154709088-154709878	chr2:154709088-154709878	Peaks	chr2	154709088	154709878	KCNJ3	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
107123	chr2:154712358-154713187	chr2:154712358-154713187	Peaks	chr2	154712358	154713187	KCNJ3	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
107124	chr2:154713423-154714331	chr2:154713423-154714331	Peaks	chr2	154713423	154714331	KCNJ3	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
107125	chr2:154722744-154723447	chr2:154722744-154723447	Peaks	chr2	154722744	154723447	KCNJ3	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
107126	chr2:154740210-154741069	chr2:154740210-154741069	Peaks	chr2	154740210	154741069	KCNJ3	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
107127	chr2:154766720-154767312	chr2:154766720-154767312	Peaks	chr2	154766720	154767312	KCNJ3	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
107128	chr2:154794217-154795138	chr2:154794217-154795138	Peaks	chr2	154794217	154795138	KCNJ3	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
107442	chr2:161321633-161322590	chr2:161321633-161322590	Peaks	chr2	161321633	161322590	TBR1	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	distal_100kb	distal_context_peak
107443	chr2:161340768-161341448	chr2:161340768-161341448	Peaks	chr2	161340768	161341448	TBR1	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	distal_100kb	distal_context_peak
107444	chr2:161364477-161365131	chr2:161364477-161365131	Peaks	chr2	161364477	161365131	TBR1	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	distal_100kb	distal_context_peak
107445	chr2:161370640-161371433	chr2:161370640-161371433	Peaks	chr2	161370640	161371433	TBR1	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	distal_100kb	distal_context_peak
107446	chr2:161381921-161382833	chr2:161381921-161382833	Peaks	chr2	161381921	161382833	TBR1	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	distal_100kb	distal_context_peak
107447	chr2:161406057-161406820	chr2:161406057-161406820	Peaks	chr2	161406057	161406820	TBR1	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	proximal_10kb	proximal_peak
107448	chr2:161414145-161415073	chr2:161414145-161415073	Peaks	chr2	161414145	161415073	TBR1	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	gene_edge_2kb	high_priority_promoter_gene_peak
107449	chr2:161418473-161419312	chr2:161418473-161419312	Peaks	chr2	161418473	161419312	TBR1	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	gene_edge_2kb	high_priority_promoter_gene_peak
107450	chr2:161423269-161424130	chr2:161423269-161424130	Peaks	chr2	161423269	161424130	TBR1	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	proximal_10kb	proximal_peak
107451	chr2:161427828-161428574	chr2:161427828-161428574	Peaks	chr2	161427828	161428574	TBR1	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	proximal_10kb	proximal_peak
107452	chr2:161461927-161462573	chr2:161461927-161462573	Peaks	chr2	161461927	161462573	TBR1	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	distal_100kb	distal_context_peak
107453	chr2:161463578-161464490	chr2:161463578-161464490	Peaks	chr2	161463578	161464490	TBR1	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	distal_100kb	distal_context_peak
107454	chr2:161479877-161480731	chr2:161479877-161480731	Peaks	chr2	161479877	161480731	TBR1	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	distal_100kb	distal_context_peak
108364	chr2:181597648-181598545	chr2:181597648-181598545	Peaks	chr2	181597648	181598545	NEUROD1	high	EpigenomicCompatibility;FatePolarity	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
108365	chr2:181632546-181633502	chr2:181632546-181633502	Peaks	chr2	181632546	181633502	NEUROD1	high	EpigenomicCompatibility;FatePolarity	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
108366	chr2:181656499-181657411	chr2:181656499-181657411	Peaks	chr2	181656499	181657411	NEUROD1	high	EpigenomicCompatibility;FatePolarity	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
108367	chr2:181672870-181673692	chr2:181672870-181673692	Peaks	chr2	181672870	181673692	NEUROD1	high	EpigenomicCompatibility;FatePolarity	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	proximal_10kb	proximal_peak
108368	chr2:181677772-181678647	chr2:181677772-181678647	Peaks	chr2	181677772	181678647	NEUROD1	high	EpigenomicCompatibility;FatePolarity	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	proximal_10kb	proximal_peak
108369	chr2:181680287-181681142	chr2:181680287-181681142	Peaks	chr2	181680287	181681142	NEUROD1	high	EpigenomicCompatibility;FatePolarity	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	gene_body_overlap	high_priority_promoter_gene_peak
108370	chr2:181714774-181715636	chr2:181714774-181715636	Peaks	chr2	181714774	181715636	NEUROD1	high	EpigenomicCompatibility;FatePolarity	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
108371	chr2:181742688-181743528	chr2:181742688-181743528	Peaks	chr2	181742688	181743528	NEUROD1	high	EpigenomicCompatibility;FatePolarity	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
108372	chr2:181749832-181750738	chr2:181749832-181750738	Peaks	chr2	181749832	181750738	NEUROD1	high	EpigenomicCompatibility;FatePolarity	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
108373	chr2:181765854-181766780	chr2:181765854-181766780	Peaks	chr2	181765854	181766780	NEUROD1	high	EpigenomicCompatibility;FatePolarity	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
108374	chr2:181778436-181779301	chr2:181778436-181779301	Peaks	chr2	181778436	181779301	NEUROD1	high	EpigenomicCompatibility;FatePolarity	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
111002	chr2:236085114-236086016	chr2:236085114-236086016	Peaks	chr2	236085114	236086016	GBX2	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
111003	chr2:236130936-236131608	chr2:236130936-236131608	Peaks	chr2	236130936	236131608	GBX2	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
111004	chr2:236136288-236137170	chr2:236136288-236137170	Peaks	chr2	236136288	236137170	GBX2	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
111005	chr2:236164007-236164916	chr2:236164007-236164916	Peaks	chr2	236164007	236164916	GBX2	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	proximal_10kb	proximal_peak
111006	chr2:236167200-236168007	chr2:236167200-236168007	Peaks	chr2	236167200	236168007	GBX2	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	gene_edge_2kb	gene_edge_peak
111007	chr2:236168140-236168914	chr2:236168140-236168914	Peaks	chr2	236168140	236168914	GBX2	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	gene_body_overlap	gene_body_peak
111008	chr2:236171240-236172167	chr2:236171240-236172167	Peaks	chr2	236171240	236172167	GBX2	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	proximal_10kb	proximal_peak
111009	chr2:236177721-236178627	chr2:236177721-236178627	Peaks	chr2	236177721	236178627	GBX2	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	proximal_10kb	proximal_peak
111010	chr2:236180771-236181500	chr2:236180771-236181500	Peaks	chr2	236180771	236181500	GBX2	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
111011	chr2:236214192-236215069	chr2:236214192-236215069	Peaks	chr2	236214192	236215069	GBX2	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
111012	chr2:236236599-236237237	chr2:236236599-236237237	Peaks	chr2	236236599	236237237	GBX2	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	distal_context_peak
112073	chr20:10131708-10132564	chr20:10131708-10132564	Peaks	chr20	10131708	10132564	SNAP25	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	distal_100kb	distal_context_peak
112074	chr20:10157253-10158178	chr20:10157253-10158178	Peaks	chr20	10157253	10158178	SNAP25	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	distal_100kb	distal_context_peak
112075	chr20:10171847-10172768	chr20:10171847-10172768	Peaks	chr20	10171847	10172768	SNAP25	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	distal_100kb	distal_context_peak
112076	chr20:10173288-10174025	chr20:10173288-10174025	Peaks	chr20	10173288	10174025	SNAP25	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	distal_100kb	distal_context_peak
112077	chr20:10185533-10186421	chr20:10185533-10186421	Peaks	chr20	10185533	10186421	SNAP25	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	distal_100kb	distal_context_peak
112078	chr20:10199991-10200819	chr20:10199991-10200819	Peaks	chr20	10199991	10200819	SNAP25	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	distal_100kb	distal_context_peak
112079	chr20:10217246-10218049	chr20:10217246-10218049	Peaks	chr20	10217246	10218049	SNAP25	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	gene_edge_2kb	high_priority_promoter_gene_peak
112080	chr20:10219266-10220011	chr20:10219266-10220011	Peaks	chr20	10219266	10220011	SNAP25	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	gene_edge_2kb	high_priority_promoter_gene_peak
112081	chr20:10263639-10264595	chr20:10263639-10264595	Peaks	chr20	10263639	10264595	SNAP25	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	distal_100kb	distal_context_peak
112082	chr20:10271335-10272245	chr20:10271335-10272245	Peaks	chr20	10271335	10272245	SNAP25	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	distal_100kb	distal_context_peak
112109	chr20:10596723-10597587	chr20:10596723-10597587	Peaks	chr20	10596723	10597587	JAG1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
112110	chr20:10606926-10607802	chr20:10606926-10607802	Peaks	chr20	10606926	10607802	JAG1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
112111	chr20:10609004-10609882	chr20:10609004-10609882	Peaks	chr20	10609004	10609882	JAG1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
112112	chr20:10611221-10611975	chr20:10611221-10611975	Peaks	chr20	10611221	10611975	JAG1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
112113	chr20:10639421-10640276	chr20:10639421-10640276	Peaks	chr20	10639421	10640276	JAG1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
112114	chr20:10650951-10651810	chr20:10650951-10651810	Peaks	chr20	10650951	10651810	JAG1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
112115	chr20:10666716-10667588	chr20:10666716-10667588	Peaks	chr20	10666716	10667588	JAG1	high	NicheSignal	shared_neurogenic_niche_state	proximal_10kb	proximal_peak
112116	chr20:10673730-10674578	chr20:10673730-10674578	Peaks	chr20	10673730	10674578	JAG1	high	NicheSignal	shared_neurogenic_niche_state	gene_body_overlap	high_priority_promoter_gene_peak
112117	chr20:10761874-10762482	chr20:10761874-10762482	Peaks	chr20	10761874	10762482	JAG1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113088	chr20:31514074-31514956	chr20:31514074-31514956	Peaks	chr20	31514074	31514956	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113089	chr20:31523388-31524278	chr20:31523388-31524278	Peaks	chr20	31523388	31524278	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113090	chr20:31526888-31527818	chr20:31526888-31527818	Peaks	chr20	31526888	31527818	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113091	chr20:31546846-31547730	chr20:31546846-31547730	Peaks	chr20	31546846	31547730	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113092	chr20:31557106-31557982	chr20:31557106-31557982	Peaks	chr20	31557106	31557982	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113093	chr20:31559887-31560654	chr20:31559887-31560654	Peaks	chr20	31559887	31560654	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113094	chr20:31562598-31563512	chr20:31562598-31563512	Peaks	chr20	31562598	31563512	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113095	chr20:31570486-31571389	chr20:31570486-31571389	Peaks	chr20	31570486	31571389	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113096	chr20:31572738-31573583	chr20:31572738-31573583	Peaks	chr20	31572738	31573583	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113097	chr20:31587473-31588389	chr20:31587473-31588389	Peaks	chr20	31587473	31588389	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113098	chr20:31595864-31596750	chr20:31595864-31596750	Peaks	chr20	31595864	31596750	ID1	high	NicheSignal	shared_neurogenic_niche_state	proximal_10kb	proximal_peak
113099	chr20:31603860-31604645	chr20:31603860-31604645	Peaks	chr20	31603860	31604645	ID1	high	NicheSignal	shared_neurogenic_niche_state	gene_edge_2kb	high_priority_promoter_gene_peak
113100	chr20:31604896-31605705	chr20:31604896-31605705	Peaks	chr20	31604896	31605705	ID1	high	NicheSignal	shared_neurogenic_niche_state	gene_body_overlap	high_priority_promoter_gene_peak
113101	chr20:31608178-31609064	chr20:31608178-31609064	Peaks	chr20	31608178	31609064	ID1	high	NicheSignal	shared_neurogenic_niche_state	proximal_10kb	proximal_peak
113102	chr20:31612534-31613434	chr20:31612534-31613434	Peaks	chr20	31612534	31613434	ID1	high	NicheSignal	shared_neurogenic_niche_state	proximal_10kb	proximal_peak
113103	chr20:31634066-31634900	chr20:31634066-31634900	Peaks	chr20	31634066	31634900	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113104	chr20:31661374-31662218	chr20:31661374-31662218	Peaks	chr20	31661374	31662218	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113105	chr20:31664214-31665021	chr20:31664214-31665021	Peaks	chr20	31664214	31665021	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113106	chr20:31666314-31667185	chr20:31666314-31667185	Peaks	chr20	31666314	31667185	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113107	chr20:31670185-31671090	chr20:31670185-31671090	Peaks	chr20	31670185	31671090	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113108	chr20:31674645-31675523	chr20:31674645-31675523	Peaks	chr20	31674645	31675523	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
113109	chr20:31698903-31699815	chr20:31698903-31699815	Peaks	chr20	31698903	31699815	ID1	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
