sample_accession	donor_id	feature_index_0based	feature_id	feature_name	gene	feature_chrom	feature_start	feature_end	best_priority	model_terms_supported	target_sets	feature_type	linked_gene	peak_category	selection_reason
GSM9558427	H628	111940	chr3:181687353-181688310	chr3:181687353-181688310	SOX2	chr3	181687353	181688310	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	SOX2	distal_100kb	distal_context_peak
GSM9558427	H628	111941	chr3:181694923-181695830	chr3:181694923-181695830	SOX2	chr3	181694923	181695830	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	SOX2	distal_100kb	distal_context_peak
GSM9558427	H628	111942	chr3:181698268-181698916	chr3:181698268-181698916	SOX2	chr3	181698268	181698916	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	SOX2	distal_100kb	distal_context_peak
GSM9558427	H628	111943	chr3:181700332-181701173	chr3:181700332-181701173	SOX2	chr3	181700332	181701173	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	SOX2	distal_100kb	distal_context_peak
GSM9558427	H628	111944	chr3:181701502-181702691	chr3:181701502-181702691	SOX2	chr3	181701502	181702691	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	SOX2	proximal_10kb	proximal_peak
GSM9558427	H628	111945	chr3:181703694-181704735	chr3:181703694-181704735	SOX2	chr3	181703694	181704735	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	SOX2	proximal_10kb	proximal_peak
GSM9558427	H628	111946	chr3:181710512-181711263	chr3:181710512-181711263	SOX2	chr3	181710512	181711263	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	SOX2	gene_edge_2kb	high_priority_promoter_gene_peak
GSM9558427	H628	111947	chr3:181711396-181712174	chr3:181711396-181712174	SOX2	chr3	181711396	181712174	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	SOX2	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	111948	chr3:181719072-181719920	chr3:181719072-181719920	SOX2	chr3	181719072	181719920	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	SOX2	proximal_10kb	proximal_peak
GSM9558427	H628	111949	chr3:181725712-181726447	chr3:181725712-181726447	SOX2	chr3	181725712	181726447	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	SOX2	distal_100kb	distal_context_peak
GSM9558427	H628	111950	chr3:181751975-181752927	chr3:181751975-181752927	SOX2	chr3	181751975	181752927	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	SOX2	distal_100kb	distal_context_peak
GSM9558427	H628	111951	chr3:181756450-181757326	chr3:181756450-181757326	SOX2	chr3	181756450	181757326	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Peaks	SOX2	distal_100kb	distal_context_peak
GSM9558427	H628	150839	chrX:140503608-140504462	chrX:140503608-140504462	SOX3	chrX	140503608	140504462	medium_high	FatePolarity	deep_neural_progenitor	Peaks	SOX3	gene_edge_2kb	gene_edge_peak
GSM9558427	H628	140788	chr8:79601904-79602818	chr8:79601904-79602818	STMN2	chr8	79601904	79602818	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	proximal_10kb	proximal_peak
GSM9558427	H628	140789	chr8:79610572-79611457	chr8:79610572-79611457	STMN2	chr8	79610572	79611457	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	140790	chr8:79612619-79613404	chr8:79612619-79613404	STMN2	chr8	79612619	79613404	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	gene_edge_2kb	high_priority_promoter_gene_peak
GSM9558427	H628	140791	chr8:79615099-79615976	chr8:79615099-79615976	STMN2	chr8	79615099	79615976	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	proximal_10kb	proximal_peak
GSM9558427	H628	140792	chr8:79620441-79621303	chr8:79620441-79621303	STMN2	chr8	79620441	79621303	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	proximal_10kb	proximal_peak
GSM9558427	H628	140793	chr8:79632159-79632709	chr8:79632159-79632709	STMN2	chr8	79632159	79632709	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	distal_100kb	distal_context_peak
GSM9558427	H628	140794	chr8:79632822-79633439	chr8:79632822-79633439	STMN2	chr8	79632822	79633439	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	distal_100kb	distal_context_peak
GSM9558427	H628	140795	chr8:79635954-79636891	chr8:79635954-79636891	STMN2	chr8	79635954	79636891	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	distal_100kb	distal_context_peak
GSM9558427	H628	140796	chr8:79640112-79640928	chr8:79640112-79640928	STMN2	chr8	79640112	79640928	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	distal_100kb	distal_context_peak
GSM9558427	H628	140797	chr8:79641487-79642294	chr8:79641487-79642294	STMN2	chr8	79641487	79642294	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	distal_100kb	distal_context_peak
GSM9558427	H628	140798	chr8:79646692-79647127	chr8:79646692-79647127	STMN2	chr8	79646692	79647127	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	distal_100kb	distal_context_peak
GSM9558427	H628	140799	chr8:79647239-79647888	chr8:79647239-79647888	STMN2	chr8	79647239	79647888	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	distal_100kb	distal_context_peak
GSM9558427	H628	140800	chr8:79650809-79651689	chr8:79650809-79651689	STMN2	chr8	79650809	79651689	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	distal_100kb	distal_context_peak
GSM9558427	H628	140801	chr8:79652484-79653368	chr8:79652484-79653368	STMN2	chr8	79652484	79653368	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	distal_100kb	distal_context_peak
GSM9558427	H628	140802	chr8:79658611-79659393	chr8:79658611-79659393	STMN2	chr8	79658611	79659393	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	distal_100kb	distal_context_peak
GSM9558427	H628	140803	chr8:79666133-79667037	chr8:79666133-79667037	STMN2	chr8	79666133	79667037	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	distal_100kb	distal_context_peak
GSM9558427	H628	140804	chr8:79668630-79669479	chr8:79668630-79669479	STMN2	chr8	79668630	79669479	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	distal_100kb	distal_context_peak
GSM9558427	H628	140805	chr8:79684503-79685303	chr8:79684503-79685303	STMN2	chr8	79684503	79685303	high	ConstructionBalance;EpigenomicCompatibility	Tier 4 screen-specific mechanism support;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN2	distal_100kb	distal_context_peak
GSM9558427	H628	101373	chr20:63565402-63566321	chr20:63565402-63566321	STMN3	chr20	63565402	63566321	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101374	chr20:63569043-63569932	chr20:63569043-63569932	STMN3	chr20	63569043	63569932	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101375	chr20:63577066-63577965	chr20:63577066-63577965	STMN3	chr20	63577066	63577965	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101376	chr20:63580524-63581425	chr20:63580524-63581425	STMN3	chr20	63580524	63581425	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101377	chr20:63597582-63598503	chr20:63597582-63598503	STMN3	chr20	63597582	63598503	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101378	chr20:63612945-63613790	chr20:63612945-63613790	STMN3	chr20	63612945	63613790	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101379	chr20:63614190-63614913	chr20:63614190-63614913	STMN3	chr20	63614190	63614913	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101380	chr20:63617032-63617914	chr20:63617032-63617914	STMN3	chr20	63617032	63617914	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101381	chr20:63618323-63619094	chr20:63618323-63619094	STMN3	chr20	63618323	63619094	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101382	chr20:63626575-63627509	chr20:63626575-63627509	STMN3	chr20	63626575	63627509	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101383	chr20:63628107-63628892	chr20:63628107-63628892	STMN3	chr20	63628107	63628892	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101384	chr20:63629376-63630206	chr20:63629376-63630206	STMN3	chr20	63629376	63630206	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101385	chr20:63636879-63637814	chr20:63636879-63637814	STMN3	chr20	63636879	63637814	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101386	chr20:63641592-63642521	chr20:63641592-63642521	STMN3	chr20	63641592	63642521	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101387	chr20:63648841-63649727	chr20:63648841-63649727	STMN3	chr20	63648841	63649727	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	proximal_10kb	proximal_peak
GSM9558427	H628	101388	chr20:63651443-63652282	chr20:63651443-63652282	STMN3	chr20	63651443	63652282	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	gene_edge_2kb	high_priority_promoter_gene_peak
GSM9558427	H628	101389	chr20:63653060-63653965	chr20:63653060-63653965	STMN3	chr20	63653060	63653965	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	101390	chr20:63657991-63658883	chr20:63657991-63658883	STMN3	chr20	63657991	63658883	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	proximal_10kb	proximal_peak
GSM9558427	H628	101391	chr20:63664548-63665446	chr20:63664548-63665446	STMN3	chr20	63664548	63665446	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101392	chr20:63680178-63681016	chr20:63680178-63681016	STMN3	chr20	63680178	63681016	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101393	chr20:63681213-63682053	chr20:63681213-63682053	STMN3	chr20	63681213	63682053	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101394	chr20:63696552-63697422	chr20:63696552-63697422	STMN3	chr20	63696552	63697422	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101395	chr20:63707536-63708460	chr20:63707536-63708460	STMN3	chr20	63707536	63708460	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101396	chr20:63739179-63740033	chr20:63739179-63740033	STMN3	chr20	63739179	63740033	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	101397	chr20:63752594-63753477	chr20:63752594-63753477	STMN3	chr20	63752594	63753477	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	Peaks	STMN3	distal_100kb	distal_context_peak
GSM9558427	H628	147308	chr9:127492285-127493078	chr9:127492285-127493078	STXBP1	chr9	127492285	127493078	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147309	chr9:127493579-127494443	chr9:127493579-127494443	STXBP1	chr9	127493579	127494443	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147310	chr9:127495166-127495595	chr9:127495166-127495595	STXBP1	chr9	127495166	127495595	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147311	chr9:127495711-127496452	chr9:127495711-127496452	STXBP1	chr9	127495711	127496452	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147312	chr9:127503698-127504602	chr9:127503698-127504602	STXBP1	chr9	127503698	127504602	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147313	chr9:127516573-127517479	chr9:127516573-127517479	STXBP1	chr9	127516573	127517479	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147314	chr9:127521657-127522558	chr9:127521657-127522558	STXBP1	chr9	127521657	127522558	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147315	chr9:127526444-127527332	chr9:127526444-127527332	STXBP1	chr9	127526444	127527332	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147316	chr9:127529891-127530733	chr9:127529891-127530733	STXBP1	chr9	127529891	127530733	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147317	chr9:127533672-127534497	chr9:127533672-127534497	STXBP1	chr9	127533672	127534497	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147318	chr9:127536683-127537575	chr9:127536683-127537575	STXBP1	chr9	127536683	127537575	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147319	chr9:127537882-127538472	chr9:127537882-127538472	STXBP1	chr9	127537882	127538472	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147320	chr9:127540255-127541081	chr9:127540255-127541081	STXBP1	chr9	127540255	127541081	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147321	chr9:127557189-127558124	chr9:127557189-127558124	STXBP1	chr9	127557189	127558124	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147322	chr9:127562803-127563712	chr9:127562803-127563712	STXBP1	chr9	127562803	127563712	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147323	chr9:127567041-127567880	chr9:127567041-127567880	STXBP1	chr9	127567041	127567880	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147324	chr9:127568783-127569650	chr9:127568783-127569650	STXBP1	chr9	127568783	127569650	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	proximal_10kb	proximal_peak
GSM9558427	H628	147325	chr9:127574330-127575238	chr9:127574330-127575238	STXBP1	chr9	127574330	127575238	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	proximal_10kb	proximal_peak
GSM9558427	H628	147326	chr9:127578808-127579654	chr9:127578808-127579654	STXBP1	chr9	127578808	127579654	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	147327	chr9:127580643-127581447	chr9:127580643-127581447	STXBP1	chr9	127580643	127581447	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	147328	chr9:127586157-127587025	chr9:127586157-127587025	STXBP1	chr9	127586157	127587025	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	147329	chr9:127589591-127590492	chr9:127589591-127590492	STXBP1	chr9	127589591	127590492	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	147330	chr9:127608033-127608947	chr9:127608033-127608947	STXBP1	chr9	127608033	127608947	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	147331	chr9:127611674-127612568	chr9:127611674-127612568	STXBP1	chr9	127611674	127612568	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	147332	chr9:127613010-127613699	chr9:127613010-127613699	STXBP1	chr9	127613010	127613699	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	gene_edge_2kb	high_priority_promoter_gene_peak
GSM9558427	H628	147333	chr9:127621677-127622591	chr9:127621677-127622591	STXBP1	chr9	127621677	127622591	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	proximal_10kb	proximal_peak
GSM9558427	H628	147334	chr9:127622897-127623771	chr9:127622897-127623771	STXBP1	chr9	127622897	127623771	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147335	chr9:127629029-127629771	chr9:127629029-127629771	STXBP1	chr9	127629029	127629771	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147336	chr9:127637254-127638116	chr9:127637254-127638116	STXBP1	chr9	127637254	127638116	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147337	chr9:127640990-127641771	chr9:127640990-127641771	STXBP1	chr9	127640990	127641771	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147338	chr9:127642018-127642789	chr9:127642018-127642789	STXBP1	chr9	127642018	127642789	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147339	chr9:127644506-127645336	chr9:127644506-127645336	STXBP1	chr9	127644506	127645336	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147340	chr9:127647368-127648207	chr9:127647368-127648207	STXBP1	chr9	127647368	127648207	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147341	chr9:127661076-127661970	chr9:127661076-127661970	STXBP1	chr9	127661076	127661970	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147342	chr9:127662522-127663298	chr9:127662522-127663298	STXBP1	chr9	127662522	127663298	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147343	chr9:127663976-127664780	chr9:127663976-127664780	STXBP1	chr9	127663976	127664780	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147344	chr9:127665022-127665852	chr9:127665022-127665852	STXBP1	chr9	127665022	127665852	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147345	chr9:127667685-127668607	chr9:127667685-127668607	STXBP1	chr9	127667685	127668607	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147346	chr9:127672044-127672874	chr9:127672044-127672874	STXBP1	chr9	127672044	127672874	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147347	chr9:127676488-127677433	chr9:127676488-127677433	STXBP1	chr9	127676488	127677433	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147348	chr9:127682860-127683555	chr9:127682860-127683555	STXBP1	chr9	127682860	127683555	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	147349	chr9:127699022-127699936	chr9:127699022-127699936	STXBP1	chr9	127699022	127699936	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	STXBP1	distal_100kb	distal_context_peak
GSM9558427	H628	109753	chr3:120816490-120817339	chr3:120816490-120817339	STXBP5L	chr3	120816490	120817339	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	109754	chr3:120817559-120818336	chr3:120817559-120818336	STXBP5L	chr3	120817559	120818336	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	109755	chr3:120821283-120822105	chr3:120821283-120822105	STXBP5L	chr3	120821283	120822105	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	109756	chr3:120822935-120823803	chr3:120822935-120823803	STXBP5L	chr3	120822935	120823803	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	109757	chr3:120824362-120825130	chr3:120824362-120825130	STXBP5L	chr3	120824362	120825130	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	109758	chr3:120845813-120846668	chr3:120845813-120846668	STXBP5L	chr3	120845813	120846668	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	109759	chr3:120850127-120851014	chr3:120850127-120851014	STXBP5L	chr3	120850127	120851014	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	109760	chr3:120854851-120855538	chr3:120854851-120855538	STXBP5L	chr3	120854851	120855538	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	109761	chr3:120855797-120856631	chr3:120855797-120856631	STXBP5L	chr3	120855797	120856631	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	109762	chr3:120868439-120869363	chr3:120868439-120869363	STXBP5L	chr3	120868439	120869363	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
