gene	gene_feature_row_1based	gene_feature_id	gene_feature_name	chrom	gene_start	gene_end	target_sources	target_sets	model_terms_supported	best_priority	is_tf_or_regulatory_candidate	n_target_rows	peak_feature_row_1based	peak_feature_id	peak_chrom	peak_start	peak_end	peak_category	distance_to_gene_body_bp	peak_width_bp	extraction_priority
NEUROD1	5263	ENSG00000162992	NEUROD1	chr2	181680875	181680876	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	EpigenomicCompatibility;FatePolarity	high	True	3	108371	chr2:181742688-181743528	chr2	181742688	181743528	distal_100kb	61812	841	distal_context_peak
NEUROD1	5263	ENSG00000162992	NEUROD1	chr2	181680875	181680876	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	EpigenomicCompatibility;FatePolarity	high	True	3	108372	chr2:181749832-181750738	chr2	181749832	181750738	distal_100kb	68956	907	distal_context_peak
NEUROD1	5263	ENSG00000162992	NEUROD1	chr2	181680875	181680876	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	EpigenomicCompatibility;FatePolarity	high	True	3	108373	chr2:181765854-181766780	chr2	181765854	181766780	distal_100kb	84978	927	distal_context_peak
NEUROD1	5263	ENSG00000162992	NEUROD1	chr2	181680875	181680876	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_postmitotic_granule_maturation	EpigenomicCompatibility;FatePolarity	high	True	3	108374	chr2:181778436-181779301	chr2	181778436	181779301	distal_100kb	97560	866	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89384	chr17:39525656-39526586	chr17	39525656	39526586	distal_100kb	81333	931	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89385	chr17:39527115-39527930	chr17	39527115	39527930	distal_100kb	79989	816	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89386	chr17:39530528-39531369	chr17	39530528	39531369	distal_100kb	76550	842	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89387	chr17:39547574-39548479	chr17	39547574	39548479	distal_100kb	59440	906	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89388	chr17:39553402-39554259	chr17	39553402	39554259	distal_100kb	53660	858	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89389	chr17:39563123-39563999	chr17	39563123	39563999	distal_100kb	43920	877	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89390	chr17:39573349-39574239	chr17	39573349	39574239	distal_100kb	33680	891	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89391	chr17:39575996-39576878	chr17	39575996	39576878	distal_100kb	31041	883	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89392	chr17:39591700-39592587	chr17	39591700	39592587	distal_100kb	15332	888	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89393	chr17:39612210-39613013	chr17	39612210	39613013	proximal_10kb	4290	804	proximal_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89394	chr17:39617577-39618501	chr17	39617577	39618501	proximal_10kb	9657	925	proximal_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89395	chr17:39621669-39622571	chr17	39621669	39622571	distal_100kb	13749	903	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89396	chr17:39623204-39624042	chr17	39623204	39624042	distal_100kb	15284	839	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89397	chr17:39626418-39627342	chr17	39626418	39627342	distal_100kb	18498	925	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89398	chr17:39632328-39633213	chr17	39632328	39633213	distal_100kb	24408	886	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89399	chr17:39634143-39635018	chr17	39634143	39635018	distal_100kb	26223	876	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89400	chr17:39636705-39637600	chr17	39636705	39637600	distal_100kb	28785	896	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89401	chr17:39648450-39649406	chr17	39648450	39649406	distal_100kb	40530	957	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89402	chr17:39652572-39653475	chr17	39652572	39653475	distal_100kb	44652	904	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89403	chr17:39665522-39666344	chr17	39665522	39666344	distal_100kb	57602	823	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89404	chr17:39668119-39668918	chr17	39668119	39668918	distal_100kb	60199	800	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89405	chr17:39671767-39672635	chr17	39671767	39672635	distal_100kb	63847	869	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89406	chr17:39675793-39676591	chr17	39675793	39676591	distal_100kb	67873	799	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89407	chr17:39687527-39688417	chr17	39687527	39688417	distal_100kb	79607	891	distal_context_peak
NEUROD2	29004	ENSG00000171532	NEUROD2	chr17	39607919	39607920	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	True	2	89408	chr17:39699756-39700582	chr17	39699756	39700582	distal_100kb	91836	827	distal_context_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40600	chr1:60833026-60833928	chr1	60833026	60833928	distal_100kb	31330	903	distal_context_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40601	chr1:60858185-60859043	chr1	60858185	60859043	proximal_10kb	6215	859	proximal_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40602	chr1:60860803-60861729	chr1	60860803	60861729	proximal_10kb	3529	927	proximal_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40603	chr1:60865079-60866006	chr1	60865079	60866006	gene_body_overlap	0	928	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40604	chr1:60886671-60887586	chr1	60886671	60887586	gene_body_overlap	0	916	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40605	chr1:60890371-60891241	chr1	60890371	60891241	gene_body_overlap	0	871	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40606	chr1:60896695-60897566	chr1	60896695	60897566	gene_body_overlap	0	872	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40607	chr1:60903418-60904199	chr1	60903418	60904199	gene_body_overlap	0	782	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40608	chr1:60904334-60905009	chr1	60904334	60905009	gene_body_overlap	0	676	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40609	chr1:60911718-60912626	chr1	60911718	60912626	gene_body_overlap	0	909	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40610	chr1:60922041-60922941	chr1	60922041	60922941	gene_body_overlap	0	901	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40611	chr1:60924992-60925805	chr1	60924992	60925805	gene_body_overlap	0	814	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40612	chr1:60936350-60937266	chr1	60936350	60937266	gene_body_overlap	0	917	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40613	chr1:60948113-60948914	chr1	60948113	60948914	gene_body_overlap	0	802	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40614	chr1:60962878-60963758	chr1	60962878	60963758	gene_body_overlap	0	881	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40615	chr1:60969693-60970435	chr1	60969693	60970435	gene_body_overlap	0	743	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40616	chr1:60970568-60971424	chr1	60970568	60971424	gene_body_overlap	0	857	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40617	chr1:61004141-61004936	chr1	61004141	61004936	gene_body_overlap	0	796	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40618	chr1:61005698-61006615	chr1	61005698	61006615	gene_body_overlap	0	918	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40619	chr1:61042814-61043636	chr1	61042814	61043636	gene_body_overlap	0	823	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40620	chr1:61049893-61050683	chr1	61049893	61050683	gene_body_overlap	0	791	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40621	chr1:61053634-61054492	chr1	61053634	61054492	gene_body_overlap	0	859	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40622	chr1:61056727-61057487	chr1	61056727	61057487	gene_body_overlap	0	761	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40623	chr1:61057608-61058025	chr1	61057608	61058025	gene_body_overlap	0	418	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40624	chr1:61076591-61077393	chr1	61076591	61077393	gene_body_overlap	0	803	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40625	chr1:61077743-61078535	chr1	61077743	61078535	gene_body_overlap	0	793	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40626	chr1:61081914-61082769	chr1	61081914	61082769	gene_body_overlap	0	856	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40627	chr1:61083185-61084103	chr1	61083185	61084103	gene_body_overlap	0	919	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40628	chr1:61088221-61088935	chr1	61088221	61088935	gene_body_overlap	0	715	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40629	chr1:61090258-61091147	chr1	61090258	61091147	gene_body_overlap	0	890	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40630	chr1:61101312-61102111	chr1	61101312	61102111	gene_body_overlap	0	800	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40631	chr1:61152459-61153361	chr1	61152459	61153361	gene_body_overlap	0	903	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40632	chr1:61157297-61157957	chr1	61157297	61157957	gene_body_overlap	0	661	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40633	chr1:61162156-61163090	chr1	61162156	61163090	gene_body_overlap	0	935	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40634	chr1:61163687-61164350	chr1	61163687	61164350	gene_body_overlap	0	664	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40635	chr1:61173760-61174620	chr1	61173760	61174620	gene_body_overlap	0	861	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40636	chr1:61178492-61179412	chr1	61178492	61179412	gene_body_overlap	0	921	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40637	chr1:61183898-61184685	chr1	61183898	61184685	gene_body_overlap	0	788	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40638	chr1:61187280-61188215	chr1	61187280	61188215	gene_body_overlap	0	936	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40639	chr1:61190887-61191812	chr1	61190887	61191812	gene_body_overlap	0	926	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40640	chr1:61198283-61199180	chr1	61198283	61199180	gene_body_overlap	0	898	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40641	chr1:61202936-61203813	chr1	61202936	61203813	gene_body_overlap	0	878	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40642	chr1:61221600-61222324	chr1	61221600	61222324	gene_body_overlap	0	725	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40643	chr1:61226542-61227387	chr1	61226542	61227387	gene_body_overlap	0	846	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40644	chr1:61227850-61228711	chr1	61227850	61228711	gene_body_overlap	0	862	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40645	chr1:61238153-61239055	chr1	61238153	61239055	gene_body_overlap	0	903	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40646	chr1:61241371-61242193	chr1	61241371	61242193	gene_body_overlap	0	823	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40647	chr1:61243885-61244797	chr1	61243885	61244797	gene_body_overlap	0	913	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40648	chr1:61254667-61255521	chr1	61254667	61255521	gene_body_overlap	0	855	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40649	chr1:61268513-61269364	chr1	61268513	61269364	gene_body_overlap	0	852	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40650	chr1:61272976-61273856	chr1	61272976	61273856	gene_body_overlap	0	881	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40651	chr1:61274619-61275431	chr1	61274619	61275431	gene_body_overlap	0	813	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40652	chr1:61276928-61277864	chr1	61276928	61277864	gene_body_overlap	0	937	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40653	chr1:61318138-61318975	chr1	61318138	61318975	gene_body_overlap	0	838	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40654	chr1:61334764-61335606	chr1	61334764	61335606	gene_body_overlap	0	843	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40655	chr1:61337856-61338747	chr1	61337856	61338747	gene_body_overlap	0	892	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40656	chr1:61343688-61344307	chr1	61343688	61344307	gene_body_overlap	0	620	tier1_core_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40657	chr1:61412218-61412988	chr1	61412218	61412988	proximal_10kb	8142	771	proximal_peak
NFIA	1201	ENSG00000162599	NFIA	chr1	60865258	61404076	developmental_origin_module;manuscript_candidate_tier	Tier 1 core convergent program;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	True	2	40658	chr1:61426229-61427158	chr1	61426229	61427158	distal_100kb	22153	930	distal_context_peak
